Gene names,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha _day_1_1, Alpha _day_1_2
sws,NaN,NaN,0.70585,NaN,1.2507,NaN,NaN,NaN
CG11899,2.3915,2.4874,1.1918,1.2534,2.8434,2.2017,2.8246,2.6545
,NaN,2.3391,2.1924,2.3672,NaN,1.5168,1.9647,2.0228
GstO2,1.2406,1.1629,1.3459,1.2816,1.9061,1.1886,1.2724,1.5289
zetaCOP;CG5946-RB,2.4142,2.5784,1.3149,1.3791,3.0139,2.4401,2.8862,2.8192
,0.33017,0.37385,0.60812,0.50773,0.47117,1.3526,0.29739,0.31531
CAH1,0.3833,0.39464,0.21418,0.21683,0.56684,0.38725,0.37552,0.46999
NTPase,0.7792,0.93886,0.78779,0.79038,1.0269,0.79695,1.0249,1.0781
,1.8136,2.541,1.5361,1.4909,1.7349,1.4273,2.1632,1.7811
grsm,0.14565,0.19499,0.26876,0.34895,0.24319,0.24226,0.20173,0.12399
,1.0749,1.0704,0.78558,0.79066,1.2276,1.0316,1.046,1.0209
CG34455-RC,1.7039,1.8582,1.4886,1.4932,1.9698,1.3621,1.4204,1.415
Ef1alpha100E,0.23418,0.26144,0.54398,0.52234,0.28925,0.25956,0.26651,0.25195
,NaN,1.6423,1.8068,1.7787,1.7333,NaN,1.3741,1.5952
,1.1182,0.91717,1.3828,1.4001,0.94656,0.80764,0.89588,1.0675
,0.32019,0.22766,0.92881,0.83021,0.22505,0.21058,0.23231,0.23013
Fit1,0.52731,0.34997,0.54406,0.51554,0.52122,0.42193,0.31654,0.3666
,1.5491,1.3332,0.91818,0.87026,1.5768,1.3607,1.64,1.6853
Pdi,0.9029,0.79928,1.1556,1.1748,0.72595,0.69097,0.73502,0.68319
Cpr47Ea,2.1032,1.8672,1.9485,2.0533,1.8491,NaN,1.8663,1.7353
eIF4G,0.19483,0.14205,0.31265,0.26943,0.13649,0.17262,0.12834,0.093977
,1.0954,1.1929,0.9764,1.0118,0.22085,1.0246,1.1877,1.5113
,0.91945,1.067,0.5146,0.52282,1.1854,0.76879,1.0332,1.1333
RpL26,0.85908,0.7689,1.5472,1.6647,0.87351,0.68608,0.93907,0.88194
Moe,0.82425,0.85526,1.1553,1.2657,0.89649,0.81294,0.79426,0.82296
OstStt3,0.40171,1.0223,0.8995,0.68313,0.52912,0.25942,0.44685,0.44807
Gasp,0.32411,0.27438,1.4254,1.5057,0.28962,0.25022,0.27155,0.3041
CG11779-RB,1.5102,1.5867,1.2007,1.1801,1.2066,1.2843,1.4503,1.4638
Set,0.57983,0.59768,1.6129,1.3541,0.63185,0.47965,0.50982,0.52679
prtp,0.42887,0.42985,0.49,0.6495,0.41319,0.53421,0.34364,0.32302
sqd,1.2723,1.1005,1.8433,1.813,1.3354,1.1774,1.0893,1.3025
Fer2LCH,4.6636,4.2426,2.1843,2.118,2.6701,2.2046,2.9246,2.8201
Inos,1.0577,1.1281,0.75094,0.68072,1.5341,1.238,1.258,1.4675
CG17896,1.2734,1.4196,0.89438,0.86894,1.6683,1.2858,1.4636,1.2856
,1.687,1.4003,1.4344,1.1106,2.0958,1.4996,1.5834,1.4834
,1.6107,1.1991,1.2137,1.3544,0.78908,0.89745,1.4865,1.0736
CG17333,0.90968,1.4582,0.53186,0.57695,1.5337,0.8808,0.95529,0.98022
Crc,0.83798,0.62924,1.3074,1.1577,0.6589,0.53669,0.65735,0.61392
RpS11,0.42674,0.4777,0.84115,0.95248,0.52873,0.40524,0.53181,0.45094
Lis-1,0.39153,0.40931,0.66048,0.63717,0.34327,0.38291,0.39594,0.48245
Tret1-1,1.9616,1.9537,1.1336,1.0993,2.916,2.3072,2.811,2.5076
Pgi,0.82674,0.85279,0.54124,0.53641,0.93504,0.83152,0.88807,0.95482
dl,0.36347,0.31735,0.72616,0.71219,0.44461,0.33775,0.20752,0.35799
CG9471-RA,0.78018,0.91889,0.79087,0.86795,0.8951,0.99138,0.99972,0.9777
Mal-B2,7.5162,7.3994,1.533,1.4114,7.8678,6.6824,10.339,12.241
GstD9,NaN,1.9025,0.71155,0.48553,NaN,NaN,2.2727,2.0488
Top2,0.18017,0.18556,0.38284,0.28013,0.36367,0.3748,0.32394,0.26846
eRF1,0.50144,0.36967,0.88244,0.80029,0.50333,0.39867,0.45955,0.39792
,1.1941,1.2481,0.84732,0.79288,1.3457,1.1565,1.7185,1.9353
CG15093,1.3909,1.2692,0.67369,0.65476,1.5182,1.1297,1.4373,1.4282
Mdr65,0.37608,0.50605,0.49712,0.41362,0.40039,0.63198,0.39242,0.40587
RpS20,0.39241,0.37244,0.79451,0.89704,0.43894,0.3819,0.38152,0.4526
CG9231,2.2379,2.119,1.319,1.0735,2.1002,1.6155,1.8187,1.6217
Anp32a;Mapmodulin,0.69488,0.44719,1.2886,1.5526,0.4871,0.6221,0.51429,0.63656
,1.2982,1.245,0.65207,0.69129,1.2118,1.0702,1.5984,1.3598
CG7639,0.83148,0.8379,0.73563,0.78564,0.93024,8.7278,0.55177,1.1898
tws,0.3452,0.37477,0.43266,0.46486,0.41653,0.30752,0.32757,0.3582
CG1440-RC,0.24014,0.30078,0.48356,0.46066,0.31149,0.31521,0.2846,0.28816
,0.74663,0.77198,0.58729,0.60828,0.65666,0.69457,0.89079,0.71065
Cpr97Ea,0.53257,0.43945,2.9963,0.93693,0.43881,0.45081,0.52232,0.45291
CG15117-RB,0.66348,0.81867,1.13,1.1674,0.69644,0.61075,0.6392,0.81212
aralar1,2.4249,2.8735,0.85004,0.77625,3.1519,2.4685,3.0233,3.0645
alpha-Cat,0.26172,0.30674,0.37727,0.29618,0.24201,NaN,0.56184,0.31462
AGBE,2.0591,2.3306,1.0893,1.0651,2.4033,2.0657,2.7356,2.3823
RpS6,0.36478,0.38302,0.7365,0.79948,0.40881,0.36576,0.41107,0.4125
,0.74752,0.86098,0.72605,0.74881,1.0072,0.97548,0.90186,0.94835
Crk,0.86711,0.70901,0.88349,0.86102,0.80437,0.74942,0.62557,0.61141
,0.64392,0.70465,0.52666,0.44185,0.73095,0.74117,0.75602,0.67924
,NaN,1.0141,0.92378,1.0056,1.0083,NaN,NaN,1.2596
,0.6955,0.85678,0.65134,0.61344,0.97052,0.8674,0.80387,0.74639
Sgt,0.90461,0.72061,1.0499,1.0104,0.78764,0.68488,0.73016,0.60778
26-29-p,0.43142,0.41938,0.8725,0.72961,0.38674,0.38063,0.34426,0.39316
,0.9649,0.85438,0.87921,0.89068,0.84562,0.78977,0.79536,0.86226
Spn42Dd,1.9624,1.5086,1.4394,1.4574,1.9239,1.5538,1.3907,1.4556
,1.6656,1.8393,0.72556,0.66055,1.7535,3.3385,2.1721,2.1983
ras,0.27602,0.28711,1.1453,1.166,0.33066,0.17222,0.31636,0.284
iPLA2-VIA,0.27088,0.35061,0.32977,0.73353,0.37598,0.50646,0.23735,0.26795
Spn42Da,0.88535,0.7913,0.88743,0.9425,0.7589,0.78912,0.90364,0.85079
,1.6635,1.8683,0.88281,0.80767,1.5852,1.3192,1.5803,1.6568
Aldh,4.6312,5.158,1.7532,1.7572,4.595,4.7997,4.709,5.3952
RpS4,0.47938,0.49322,0.98208,1.0002,0.54491,0.42474,0.51542,0.551
,0.65103,0.56538,0.77968,0.90893,0.52588,0.52771,0.77884,0.73378
Arc42,0.80029,0.69319,0.69885,0.65786,0.6595,0.60857,0.96175,0.87309
mod,0.52991,0.56249,0.99989,1.0463,0.53645,0.47888,0.58308,0.53185
CG11722,1.4655,1.3808,1.1836,1.3608,1.5104,1.2836,1.6418,1.416
UbcD10,1.4679,0.69308,0.99915,0.89325,0.91913,0.77793,0.90151,0.80583
,0.55692,0.7069,1.1941,0.80604,0.57327,0.66143,0.59922,0.48832
BcDNA.GH10614,1.7274,1.705,0.81721,0.78845,1.696,1.463,1.6293,1.6183
Hex-C,1.1735,1.3823,0.57402,0.56989,NaN,1.4758,2.051,1.6367
,0.47983,0.55676,0.67062,0.73398,0.54084,0.44809,0.55435,0.51055
RpL22,0.578,0.55247,0.98216,1.1581,0.47896,0.43024,0.56355,0.56508
OstDelta,0.38033,0.47678,0.77523,0.65271,0.46665,0.37988,0.49334,0.43056
Prosalpha5,0.49575,0.44309,1.1468,1.0266,0.54204,0.42207,0.46369,0.50103
Dat,0.89176,0.46889,0.60325,0.35296,0.49827,0.45922,0.70295,0.41743
,3.619,2.8111,2.3114,2.1948,3.4177,3.1217,3.545,3.4083
Pdk,0.55746,0.67452,0.73763,0.61097,0.66106,0.64991,0.78093,0.62123
yps,1.2044,1.0329,1.6521,1.9711,0.98331,0.83483,0.9285,1.0076
Pkc53E,0.22589,0.22289,0.20536,0.21691,0.14038,0.224,0.47415,0.24297
BcDNA.GH04962,0.3567,0.46322,0.82777,0.81022,0.3665,0.38977,0.46239,0.50367
CDase,NaN,0.46113,0.54455,0.34487,NaN,NaN,0.3951,0.40996
RpL10,0.20674,0.23809,0.41564,0.4695,0.24724,0.18842,0.24378,0.25628
GstE12,1.3489,1.3085,0.91114,0.94385,1.357,1.4188,1.4545,1.5556
Rpt1,0.1701,0.13548,0.55517,0.43851,0.21688,0.17381,0.17848,0.17888
RpL18A,0.46899,0.4514,0.84723,0.93388,0.54258,0.4482,0.48242,0.47113
,0.49933,0.49243,0.29805,0.2749,0.4993,0.3843,0.45539,0.46895
nemy,0.77693,0.80392,0.36764,0.33534,0.37484,0.36765,0.4488,0.58884
SpdS,1.0049,0.8688,0.54442,0.52051,0.79496,0.82418,0.97551,0.73747
,0.32835,0.35528,0.62457,0.77204,0.40275,0.4786,0.38656,0.34304
Cyp28a5,0.92988,1.033,0.67821,0.82738,1.8505,0.80245,1.2645,1.1178
,1.5314,2.0295,0.95122,0.93916,1.9601,1.8911,1.782,1.8637
Dhpr,1.0642,1.003,0.92512,0.91043,1.0696,1.0607,0.97134,1.0374
ERp60,0.54674,0.51336,0.91662,0.87707,0.51986,0.49152,0.41601,0.46683
eEF1delta,0.80588,0.75884,1.2686,1.3587,0.80685,0.56909,0.76456,0.80917
Nep2,1.1798,1.3329,1.3071,1.7147,0.75532,1.2011,1.0799,1.0691
RpS18,0.51244,0.52201,1.0419,1.0253,0.52709,0.44073,0.50944,0.49929
scrib,0.27394,0.41101,0.58392,0.59456,0.2726,0.33862,0.39868,0.44989
,0.60759,0.67437,0.8009,0.72292,0.75129,0.57214,0.56805,0.59606
Rpt4,0.31074,0.3759,0.93563,0.88752,0.36201,0.30107,0.29092,0.37189
,1.109,0.93631,NaN,0.89037,0.96434,NaN,1.9101,1.4871
Ef2b,0.10097,0.11906,0.2228,0.21337,0.11524,0.1114,0.10298,0.11445
RpS28b,0.56624,0.51034,1.0386,1.1414,0.54546,0.41449,0.54269,0.60999
RpS16,0.41122,0.41078,0.79136,0.81602,0.40677,0.3821,0.42228,0.45791
ple,0.47267,0.51303,0.73151,0.5463,0.37902,0.32359,0.40034,0.36913
skpA,0.48771,0.57858,0.74818,0.76034,0.55789,0.48844,0.61451,0.63444
EndoGI,0.54471,0.60937,0.92404,0.70521,0.6046,0.57512,0.55378,0.61025
RpL34b,0.36945,0.36714,0.72869,0.74113,0.35181,0.29966,0.32852,0.38744
Cyp6g1,1.0084,1.4072,0.6643,0.52895,1.3884,NaN,1.2912,1.2988
Hrb87F,1.9016,1.8048,2.8715,2.7827,1.5694,1.5471,1.6879,1.6836
Cpr66Cb,NaN,0.63146,1.1335,1.3081,0.88996,0.68188,0.9363,0.70925
Eip55E,0.67369,0.6969,0.85075,0.78494,0.67643,0.64754,0.64162,0.57342
RpL13,0.37986,0.38574,0.80543,0.91208,0.42618,0.38986,0.46544,0.44465
Msr-110,0.74833,0.62474,NaN,1.9095,0.71179,0.55516,0.78235,0.9214
Fkbp13,2.1377,1.6432,1.4598,1.6346,1.8107,1.2758,1.6959,1.6062
,0.85252,0.73219,1.1115,1.3652,0.97544,0.58487,0.86046,0.56436
Cyp12a4,NaN,1.7591,NaN,1.1133,NaN,NaN,2.0512,2.1293
Ahcy13,0.43545,0.46473,0.51421,0.47989,0.40209,0.42648,0.44573,0.44316
CG6089,0.55755,0.66995,0.91994,1.0347,0.73147,0.45982,0.63057,0.59207
Aldh-III,0.3836,0.31374,0.35681,0.23088,0.37513,0.30317,0.29523,0.3461
Rpn3,0.2671,0.32621,0.89475,0.82327,0.41215,0.3369,0.34221,0.34248
Tps1,0.63543,0.73367,0.34253,0.3331,0.84434,0.73761,0.79343,0.78791
CG32795,0.84095,NaN,0.74629,NaN,0.63554,0.60176,NaN,NaN
Cctgamma,0.13388,0.14007,0.30676,0.25771,0.18654,0.27039,0.096456,0.10449
Saf-B,0.62176,0.62307,0.99359,1.1073,0.73036,0.4816,0.58656,0.62453
,1.1852,1.2996,1.2622,1.3862,1.6294,1.3653,1.307,1.0585
Got2,2.4358,2.6207,1.0882,1.2032,2.7861,2.7794,2.6637,2.6668
ade3,0.46403,0.55351,0.35579,0.28928,0.65968,0.45175,0.55101,0.55456
Aats-cys,0.29819,0.28922,0.37755,0.3735,0.15409,0.26722,0.28853,0.31048
Tig,0.86994,0.81139,1.1204,1.1919,0.87031,0.59627,0.72941,0.76146
,0.62476,0.18528,0.19573,0.17191,0.56467,NaN,0.26055,0.4171
Cdc37,0.32592,0.25626,0.53219,0.52784,0.31074,0.36908,0.25753,0.3205
Npc2g,0.41977,0.32193,0.43004,0.53922,0.37978,0.31972,0.42312,0.42523
CG13393,0.7033,1.1753,1.1197,1.1815,0.77971,NaN,1.0846,1.1008
Ef1beta,1.0389,1.0235,1.6809,1.5116,0.97997,0.76655,0.92289,0.93855
Npc2a,0.83332,0.91873,0.93593,0.96297,1.4571,NaN,0.96904,0.8369
Gclm,1.5076,1.3886,0.86665,0.84557,1.6958,1.26,1.623,1.5166
Bacc,1.1469,1.0926,1.2615,1.6407,1.0052,0.8898,0.94793,1.1232
Phk-3,NaN,NaN,NaN,1.6268,NaN,NaN,NaN,NaN
CHOp24,1.4528,1.5052,2.3223,2.3914,1.3639,1.468,1.556,1.3999
Tango7,0.32678,0.28247,0.5601,0.61426,0.3118,0.30002,0.24016,0.31362
GstE1,0.16483,0.18499,0.099429,0.18792,0.29573,0.16309,0.17206,0.099501
Spn43Ab,0.85666,0.72091,1.1659,1.0697,0.87559,0.81326,0.82509,0.6939
Rack1,0.34164,0.33144,0.67635,0.71346,0.34043,0.32091,0.35163,0.33383
Adam,0.84248,0.76463,1.038,0.99635,0.77291,0.65161,0.83429,0.70407
Sc2,0.55994,0.69238,0.72678,0.76079,0.82715,0.63395,0.81194,0.76987
Elf,0.34545,0.31644,0.59133,0.5721,0.28125,0.33644,0.32923,0.33991
,0.18516,0.16633,0.48436,0.39996,0.40522,0.25804,0.44077,0.25174
RpL5,0.40589,0.40291,0.85998,0.88816,0.35473,0.4193,0.43731,0.45172
mago,0.86591,0.7992,1.3136,1.1622,0.84517,0.71527,0.78944,0.77282
CaMKI,1.1051,1.1285,0.90589,0.98506,0.94064,NaN,1.0254,0.93055
,1.025,0.91517,1.6832,1.5892,0.86685,0.9064,1.0194,1.0967
RpL4,0.36029,0.35649,0.75183,0.78933,0.39817,0.30915,0.4162,0.38276
CG9675,7.8185,14.461,1.159,1.4431,29.026,NaN,NaN,NaN
RpL14,0.45499,0.44114,0.96032,1.0159,0.46832,0.40132,0.5274,0.4732
Dlc90F,0.89156,0.83389,1.0389,1.0452,0.80973,0.65782,0.82955,0.723
RpL23A,0.73907,0.7793,1.4324,1.5458,0.74706,0.63215,0.88039,0.79622
TfIIS,0.37086,0.43622,0.89986,0.71313,0.67287,0.31763,0.58798,0.46043
Amy-d;Amy-p,NaN,1.2973,0.57199,0.48274,NaN,NaN,NaN,2.0057
RpL8,0.62308,0.59108,1.0938,1.3301,0.66336,0.53008,0.63946,0.69403
glo,1.8653,1.4421,2.5868,2.6719,1.5841,1.4423,1.4682,1.5058
Asph,1.2391,1.6011,2.3893,2.1391,1.4939,0.90298,1.2051,1.2204
Cpr49Ab,1.5631,1.3081,1.2833,1.3933,2.0498,1.9764,1.5399,1.6201
RpL31,0.53259,0.51141,1.0434,1.0265,0.54044,0.41979,0.53029,0.57711
lig,0.54707,0.46566,0.96365,1.0451,0.52351,0.51688,0.51866,0.49166
SF2,0.79344,0.87229,1.5062,1.641,0.88479,0.83554,1.0085,0.92984
CG5642,0.1257,0.17609,0.30938,0.28353,0.18003,0.18892,0.20418,0.19353
,0.36725,0.3627,0.63855,0.4968,0.4308,0.34383,0.35971,0.43031
Glycogenin,0.24289,0.19127,1.2593,1.1535,0.22693,0.14915,0.15978,0.14275
NAT1,0.27029,0.22715,0.55711,0.48401,0.29283,0.28821,0.21398,0.2633
Pgd,0.46044,0.51536,0.54829,0.54024,0.48009,0.49543,0.51368,0.5191
,1.8616,2.2827,0.99859,1.0279,1.9067,1.5039,2.2042,2.1081
,1.859,2.1078,0.86681,0.95611,1.8831,1.7904,2.1623,2.2779
Fer1HCH,4.7605,5.3933,2.0249,2.2327,2.4067,2.4425,3.7369,3.7594
TppII,0.20936,0.19332,0.24207,0.24048,0.1406,0.20067,0.20475,0.24816
yellow-e,1.6577,1.2912,1.6591,2.2257,1.3995,1.4524,1.0918,1.2913
pr,0.42965,0.35035,2.526,3.088,0.50154,0.32177,0.39635,0.45005
,1.4794,1.5761,1.2822,1.3913,1.2169,2.547,NaN,2.276
SPE,0.31003,0.33264,0.53542,0.63189,0.36274,0.41713,0.33388,0.40787
Obp56d,2.2325,1.7566,1.1372,1.1952,1.7564,1.4029,2.5068,2.5504
RpLP2,1.3836,1.0302,1.5004,1.8164,1.0808,0.75228,0.93018,0.9625
,1.2965,1.3922,2.3856,2.6557,1.4148,1.2056,1.3656,1.4564
,0.13472,0.16209,0.10194,0.086206,0.49583,0.18257,0.17146,0.16971
,1.6153,1.4828,1.2251,1.208,1.6995,1.4861,1.7058,1.5317
Eip71CD,0.64356,NaN,NaN,0.60551,NaN,0.46146,0.60451,0.86169
Trap1,0.39224,0.3447,0.64234,0.60823,0.6441,0.35672,0.35772,0.44639
Mdh1,1.6673,1.433,1.0862,1.0302,1.7149,1.5432,1.4541,1.5059
AcCoAS,0.47612,0.52509,0.25194,0.21132,0.62754,0.53001,0.57882,0.67886
Glt,2.8272,2.0012,1.9194,1.9341,2.3441,2.163,2.0147,1.6249
Idgf4,0.53767,0.45296,0.76741,0.77575,0.4752,0.50838,0.51513,0.51394
R,0.77778,0.94443,1.1482,0.87846,1.4875,1.3761,0.7448,0.93848
RpL24,0.49304,0.48691,0.95253,1.0515,0.54187,0.43104,0.59115,0.58111
CG18003-RC,1.0741,1.1955,0.66276,0.63612,1.4708,1.1685,1.4326,1.5417
p47,1.9081,1.3843,2.0549,2.1719,1.9043,1.3415,1.4709,1.4196
,0.94422,0.64981,0.51226,0.46775,0.76358,0.51461,0.79367,0.64669
rdhB,0.88923,1.0715,0.84979,0.97907,1.3142,1.0052,1.5114,1.0633
,0.90388,0.80274,0.94236,0.9816,0.76395,0.7789,0.72627,0.64936
Idh,0.86625,0.89608,0.83998,0.85392,0.9154,0.78193,0.83665,0.95845
alien,0.3309,0.28021,0.49841,0.52431,0.28826,0.70461,0.29733,0.3946
,0.97529,0.96135,0.66784,0.65863,1.1136,0.88713,1.0241,0.9929
VGlut,0.61647,0.70368,0.57526,0.601,0.50476,0.75909,0.67962,0.7817
RpL12,0.26138,0.30523,0.66988,0.73436,0.34705,0.25605,0.33346,0.38523
UGP,1.8233,2.1318,0.7701,0.768,2.0788,1.7194,2.3778,2.4475
RpS15Aa;RpS15Ab,0.34123,0.3436,0.68695,0.63712,0.32673,0.30826,0.40696,0.35381
cin-RB,2.741,2.2921,1.7982,1.8263,3.1464,1.6988,2.5039,2.3228
,0.77603,0.5656,1.042,1.4395,0.47987,0.49972,0.56249,0.48135
,0.50017,0.50419,0.61161,0.58764,0.55996,0.40927,0.52428,0.45721
Nup358,0.30457,0.32905,0.26758,0.33487,0.33959,0.19994,0.33794,0.28353
RpS3A,0.39405,0.39886,0.73671,0.82482,0.44194,0.35915,0.40191,0.42146
RpS14a,0.48334,0.56226,0.92811,1.0258,0.52478,0.45068,0.52217,0.52778
CG3590-RA,0.70223,0.72515,0.65731,0.56274,0.55584,0.6418,0.76596,0.71305
,1.0609,1.2197,1.4081,1.4674,1.1579,1.0706,1.0519,1.1031
,NaN,1.6098,1.1266,0.97844,1.2313,NaN,1.3852,1.3037
Galk,0.63328,0.9781,0.24252,0.25477,1.631,0.54798,1.3335,2.1647
Cat,0.4579,0.4546,0.54595,0.53392,0.48403,0.39699,0.48071,0.48218
Adk2,1.2868,1.0479,0.91861,1.0159,1.1993,0.93961,1.1835,1.1929
Cyt-c-p,5.6344,4.3047,2.7722,2.6639,4.1068,3.7576,4.8691,4.8134
EG:87B1.3,3.1511,3.6609,0.88179,0.90165,4.6285,2.7875,4.4252,4.8289
eIF-2beta,0.46909,0.55246,0.84902,0.89664,0.44338,0.50317,0.54933,0.52794
Ccp84Ab;Ccp84Aa,0.52162,0.5147,0.97868,1.0975,0.40448,0.58617,0.58745,0.63946
CG3760,0.76701,0.62011,1.2378,1.1529,0.64376,0.75846,0.67968,0.58338
B52,1.0331,0.99713,1.6888,1.5582,1.2021,1.054,0.99922,0.91827
BEST:CK01296,0.87871,1.0905,1.6986,1.556,1.0515,1.2797,1.0985,1.1189
CG2649,1.1718,1.1234,1.1846,1.1794,1.3751,0.878,1.3375,1.3118
RpS19a,0.45291,0.48195,0.95481,0.92809,0.51893,0.36916,0.45977,0.44263
,0.96962,1.0455,0.6926,0.69724,1.1295,0.93713,1.1809,1.0314
sky,0.56609,0.53291,0.43372,0.15965,NaN,NaN,0.30369,0.45288
Adh,3.0107,3.0096,0.85617,0.85016,3.3228,2.9394,3.8021,4.0624
CG14752-RA,1.4509,1.1263,1.2862,1.3656,1.1034,0.8982,0.88498,0.77654
,0.9165,1.0499,0.64305,0.61971,0.92386,0.82998,0.94727,0.82028
Sec13,0.7274,0.65765,0.83711,1.0354,0.8732,0.69245,0.5775,0.56804
Ef1alpha48D,0.36386,0.4054,0.58343,0.59234,0.33828,0.31928,0.33889,0.3804
,0.27684,0.27089,0.52825,0.53067,0.2799,0.19632,0.22301,0.2855
RpS27,0.45226,0.46099,1.0124,0.86796,0.43625,0.38614,0.53775,0.56541
RpS25,0.91552,0.92548,1.665,2.0161,0.91363,0.80665,0.92615,0.87858
RpS21,0.58603,0.39714,0.87612,0.89201,0.49798,0.40796,0.47205,0.45543
vig2;fdy,0.48621,0.44122,0.81623,0.72216,0.48806,0.40123,0.47436,0.45595
eIF2B-delta,0.28556,0.44874,0.39962,NaN,0.34504,NaN,0.47085,0.38764
TBCB,0.2952,0.3571,0.7635,0.62468,0.33933,0.34872,0.31683,0.40633
Dp1,0.12449,0.13054,0.21163,0.18271,0.14373,0.16013,0.14047,0.15591
,1.1762,1.0791,1.4729,1.401,1.1729,1.009,0.98559,0.89942
LM408,0.95251,1.048,1.1535,1.2956,1.1904,1.0741,1.265,1.2337
Nak,0.43455,0.55719,0.61762,0.55758,0.85139,1.1658,0.65806,0.43951
Tctp,0.557,0.58669,0.9399,0.94061,0.50895,0.45334,0.50683,0.49141
,0.52593,0.51519,0.4222,0.37925,0.96192,NaN,0.51269,0.48016
128up,0.23636,0.21182,0.4203,0.49645,0.1642,0.26593,0.19007,0.2586
Atg8a,2.0361,1.8201,2.8457,2.7665,2.1059,NaN,1.2136,1.7724
RpLP1,0.66381,0.47445,0.87981,0.948,0.43842,0.41542,0.42236,0.47179
CG4721-RA,1.0993,0.82552,1.1101,0.72846,0.86982,0.87905,0.73015,0.63266
CG6904,0.72149,0.81875,0.48177,0.47894,0.92516,0.77539,0.977,0.96393
eIF3-S8,0.20136,0.2056,0.38482,0.33583,0.21589,0.17548,0.26084,0.22162
Nacalpha,1.1999,0.90597,1.6316,1.7631,0.81901,0.78129,0.78932,0.90781
CG13865,1.3185,1.1255,1.5867,1.4169,1.2617,0.88833,0.97215,1.1067
sta,0.79965,0.67548,1.1789,1.3624,0.65351,0.53858,0.71232,0.58738
,0.8896,0.73086,1.9404,1.0526,2.1335,0.78173,0.76282,0.67072
EG:152A3.7,1.8161,1.5042,1.8701,0.92917,1.2111,0.94815,1.3569,1.8549
mRpS31,0.68586,0.70899,1.0126,1.0675,0.6862,0.47647,0.59832,0.84793
Sra-1,0.31143,0.20262,0.42272,0.10191,1.0939,0.25327,0.1544,0.23295
eIF3-S9,0.48801,0.62568,1.0706,1.0077,0.57396,0.42387,0.51251,0.54272
,0.28474,0.37483,0.44161,0.47611,0.35287,0.26911,0.27121,0.32369
,0.3919,0.36101,0.46008,0.42787,0.31245,0.51699,NaN,0.57841
RpL27,0.8289,0.78557,1.379,1.565,0.93483,0.69886,0.87766,0.89027
pdgy,0.16577,0.30514,0.37908,0.37556,0.32889,0.29685,0.28013,0.27729
RpL21,0.47534,0.50256,0.91489,0.96712,0.57812,0.38079,0.54433,0.4701
RpL13A,0.28154,0.36373,0.58649,0.67543,0.4192,0.29933,0.38647,0.37874
Irp-1B,0.20437,0.24974,0.29042,0.27185,0.21087,0.19444,0.21916,0.17549
CG5567-RA,0.58674,0.63815,0.39818,0.48324,1.3845,0.96825,0.56203,0.63516
,0.61871,0.52078,0.94895,0.93625,0.68923,0.64721,0.63291,0.58203
eIF-5A,0.57991,0.58052,0.7686,0.89779,0.51922,0.4712,0.53206,0.60134
,2.5107,2.5726,1.6164,1.5701,2.9361,2.5789,2.3092,2.2694
pyd3,0.47584,0.41952,0.50395,0.38341,0.55651,0.43502,0.29678,0.36838
GstE6,5.3847,5.4441,2.4067,2.3496,5.5894,4.2496,4.5437,3.9804
Inx3,0.59464,0.81054,0.54606,0.51596,0.97158,0.48311,0.92485,0.72723
sni,1.8244,1.7419,0.91451,0.99271,1.9695,NaN,1.5997,2.2398
RpL18,0.25167,0.31496,0.54379,0.61823,0.32888,0.26228,0.33409,0.32981
RpL29,0.992,0.78923,1.5962,1.7821,0.81924,0.69227,0.84322,0.89753
RpL10Ab,0.48248,0.47806,0.82361,0.85689,0.48994,0.40031,0.49514,0.45624
regucalcin,1.0328,0.80503,0.9662,1.0376,0.86885,0.61466,0.55344,0.55002
row,1.701,NaN,NaN,1.2209,1.4625,0.29695,NaN,NaN
Ef1gamma,0.36159,0.40694,0.65993,0.65891,0.29998,0.31084,0.35826,0.37331
RpL30,0.55773,0.5354,0.94747,1.0236,0.47028,0.44654,0.45595,0.5007
Sec23,0.19003,0.2171,0.28727,0.24384,0.18518,0.19156,0.21908,0.33793
BEST:GH09393,0.71689,1.1255,0.60053,0.42539,1.0898,0.90452,0.90754,0.84409
CG8306,0.49105,0.52861,0.64573,0.66995,0.58034,0.43922,0.53973,0.5303
CG12375,0.84496,0.81268,0.59872,0.68713,0.73759,0.63898,0.80857,0.96151
RpL9,0.41914,0.39987,0.75354,0.78433,0.48571,0.38948,0.38628,0.32664
GlyP,0.99203,1.0527,0.64776,0.60901,1.1213,0.97372,1.1569,1.1549
RpL3,0.19498,0.24248,0.44109,0.46267,0.22535,0.2048,0.21563,0.22576
,1.8262,1.6676,2.3161,2.6175,1.5434,1.2515,1.5784,1.8042
Tal,1.3331,1.4511,0.90953,0.8559,1.5872,1.3537,1.415,1.4798
alpha-Est7,0.63548,0.62159,0.35976,0.3513,0.61594,0.57201,0.66152,0.67069
,NaN,0.48827,0.5564,0.53456,NaN,0.43688,NaN,NaN
shep,0.3238,0.53724,0.85967,0.64884,0.77394,NaN,0.57214,0.42316
IM10,8.0462,NaN,3.4476,3.7665,14.34,12.599,11.915,11.212
T-cp1,0.18031,0.21863,0.39893,0.43387,0.25079,0.20163,0.21264,0.18347
