Gene names,Alpha A30P_day_10, Alpha A53T_day_10, Control _day_10
sws,#DIV/0!,#DIV/0!,#DIV/0!
CG11899,2.501775,2.4913875,2.49658125
,1.722375,1.8251625,1.77376875
GstO2,1.46095,1.41775,1.43935
zetaCOP;CG5946-RB,2.669325,2.6404875,2.65490625
,0.77191625,0.701931875,0.736924063
CAH1,0.45502625,0.444016875,0.449521563
NTPase,0.89870125,0.892089375,0.895395313
,1.73015,1.804675,1.7674125
grsm,0.22462375,0.215573125,0.220098438
,1.1153625,1.10824375,1.111803125
CG34455-RC,1.694725,1.7091125,1.70191875
Ef1alpha100E,0.26775625,0.264431875,0.266094063
,1.71055,1.699175,1.7048625
,0.91224625,0.929819375,0.921032813
,0.2318425,0.23885625,0.235349375
Fit1,0.46334125,0.459224375,0.461282813
,1.46185,1.4584,1.460125
Pdi,0.7441175,0.76194625,0.753031875
Cpr47Ea,1.883125,1.9001375,1.89163125
eIF4G,0.15802625,0.159761875,0.158894063
,0.75308125,0.818259375,0.785670313
,0.9811275,0.98314375,0.982135625
RpL26,0.78834375,0.792618125,0.790480938
Moe,0.850975,0.849105,0.85004
OstStt3,0.47370375,0.513420625,0.493562188
Gasp,0.27725125,0.280916875,0.279084063
CG11779-RB,1.3212,1.359075,1.3401375
Set,0.56400125,0.568126875,0.566064063
prtp,0.462615,0.4570725,0.45984375
sqd,1.2389,1.23015,1.234525
Fer2LCH,2.9412875,3.19325625,3.067271875
Inos,1.3127625,1.27611875,1.294440625
CG17896,1.4444125,1.42809375,1.436253125
,1.7341875,1.70243125,1.718309375
,0.98367375,1.053878125,1.018775938
CG17333,1.2014225,1.19850875,1.199965625
Crc,0.63174875,0.648725625,0.640237188
RpS11,0.46329375,0.461448125,0.462370938
Lis-1,0.3724225,0.37708875,0.374755625
Tret1-1,2.4481125,2.36636875,2.407240625
Pgi,0.87240125,0.866961875,0.869681563
dl,0.3784875,0.37214125,0.375314375
CG9471-RA,0.91981375,0.908100625,0.913957188
Mal-B2,7.320775,7.3436125,7.33219375
GstD9,#DIV/0!,#DIV/0!,#DIV/0!
Top2,0.3226425,0.29934625,0.310994375
eRF1,0.44713875,0.445208125,0.446173438
,1.2436,1.23985,1.241725
CG15093,1.325475,1.3262375,1.32585625
Mdr65,0.497405,0.488015,0.49271
RpS20,0.40342125,0.399921875,0.401671563
CG9231,1.938,1.978075,1.9580375
Anp32a;Mapmodulin,0.55870875,0.560763125,0.559735938
,1.17365,1.189975,1.1818125
CG7639,3.8304375,3.33114625,3.580791875
tws,0.361515,0.36126,0.3613875
CG1440-RC,0.3026275,0.29726625,0.299946875
,0.6965375,0.70699875,0.701768125
Cpr97Ea,0.45511,0.46026,0.457685
CG15117-RB,0.675465,0.6864,0.6809325
aralar1,2.76995,2.749825,2.7598875
alpha-Cat,0.252565,0.2578425,0.25520375
AGBE,2.2245875,2.21963125,2.222109375
RpS6,0.38393875,0.382265625,0.383102188
,0.9445675,0.92118125,0.932874375
Crk,0.77968625,0.781081875,0.780384063
,0.72061625,0.712894375,0.716755313
,1.00975,1.010475,1.0101125
,0.883255,0.8654025,0.87432875
Sgt,0.7553475,0.76489125,0.760119375
26-29-p,0.39411375,0.399328125,0.396720938
,0.84068125,0.852174375,0.846427813
Spn42Dd,1.7380125,1.73759375,1.737803125
,2.3476125,2.24841875,2.298015625
ras,0.25897125,0.262736875,0.260854063
iPLA2-VIA,0.40860125,0.392291875,0.400446563
Spn42Da,0.79008875,0.798128125,0.794108438
,1.530625,1.5698375,1.55023125
Aldh,4.7466625,4.77131875,4.758990625
RpS4,0.48519375,0.485378125,0.485285938
,0.5471475,0.55732375,0.552235625
Arc42,0.66221125,0.676299375,0.669255313
mod,0.51729875,0.522115625,0.519707188
CG11722,1.4035375,1.40680625,1.405171875
UbcD10,0.90652,0.935515,0.9210175
,0.62099,0.62281,0.6219
BcDNA.GH10614,1.613675,1.6307625,1.62221875
Hex-C,1.426325,1.4015875,1.41395625
,0.5004225,0.50340125,0.501911875
RpL22,0.48225875,0.496088125,0.489173438
OstDelta,0.4245875,0.42524875,0.424918125
Prosalpha5,0.47889625,0.477316875,0.478106563
Dat,0.52914,0.5543375,0.54173875
,3.2560375,3.24920625,3.252621875
Pdk,0.64561125,0.640674375,0.643142813
yps,0.961465,0.9876625,0.97456375
Pkc53E,0.19274,0.198015,0.1953775
BcDNA.GH04962,0.38609125,0.390069375,0.388080313
CDase,#DIV/0!,#DIV/0!,#DIV/0!
RpL10,0.21897625,0.219549375,0.219262813
GstE12,1.3731,1.3657,1.3694
Rpt1,0.18470625,0.179386875,0.182046563
RpL18A,0.48659125,0.482191875,0.484391563
,0.45532,0.46208,0.4587
nemy,0.47604,0.5284375,0.50223875
SpdS,0.84139,0.8573,0.849345
,0.41596,0.4036025,0.40978125
Cyp28a5,1.24021625,1.197086875,1.218651563
,1.8893125,1.87116875,1.880240625
Dhpr,1.0572625,1.05331875,1.055290625
ERp60,0.51178,0.514825,0.5133025
eEF1delta,0.7115675,0.72336625,0.717466875
Nep2,1.047745,1.0825125,1.06512875
RpS18,0.49223875,0.496403125,0.494320938
scrib,0.31482625,0.319434375,0.317130313
,0.65653125,0.653939375,0.655235313
Rpt4,0.334485,0.3359575,0.33522125
,0.97891875,0.986208125,0.982563438
Ef2b,0.11249375,0.112080625,0.112287188
RpS28b,0.49455375,0.501843125,0.498198438
RpS16,0.39857625,0.400646875,0.399611563
ple,0.38669125,0.404384375,0.395537813
skpA,0.52566,0.5269075,0.52628375
EndoGI,0.586655,0.5850525,0.58585375
RpL34b,0.336375,0.341695,0.339035
Cyp6g1,1.34325,1.320675,1.3319625
Hrb87F,1.6319875,1.66885625,1.650421875
Cpr66Cb,0.747305,0.7279975,0.73765125
Eip55E,0.6678125,0.67072625,0.669269375
RpL13,0.401715,0.3985625,0.40013875
Msr-110,0.64674,0.6533725,0.65005625
Fkbp13,1.63005,1.67345,1.65175
,0.783205,0.78473,0.7839675
Cyp12a4,#DIV/0!,#DIV/0!,#DIV/0!
Ahcy13,0.42323625,0.427711875,0.425474063
CG6089,0.60017125,0.602434375,0.601302813
Aldh-III,0.34153,0.34272,0.342125
Rpn3,0.3550575,0.34532375,0.350190625
Tps1,0.76436875,0.751065625,0.757717188
CG32795,0.674225,0.7020125,0.68811875
Cctgamma,0.2055925,0.19415625,0.199874375
Saf-B,0.61008875,0.612143125,0.611115938
,1.4336125,1.40174375,1.417678125
Got2,2.719125,2.6873125,2.70321875
ade3,0.54397875,0.538110625,0.541044688
Aats-cys,0.2314175,0.24179875,0.236608125
Tig,0.76013375,0.773555625,0.766844688
,0.5247575,0.50480125,0.514779375
Cdc37,0.327705,0.3216025,0.32465375
Npc2g,0.355025,0.3576625,0.35634375
CG13393,0.8196075,0.83955625,0.829581875
Ef1beta,0.912745,0.9324875,0.92261625
Npc2a,1.31183125,1.239196875,1.275514063
Gclm,1.47045,1.466725,1.4685875
Bacc,0.9905625,1.01209375,1.001328125
Phk-3,#DIV/0!,#DIV/0!,#DIV/0!
CHOp24,1.4317125,1.43959375,1.435653125
Tango7,0.30558875,0.305428125,0.305508438
GstE1,0.215785,0.2089725,0.21237875
Spn43Ab,0.830515,0.82356,0.8270375
Rack1,0.3321375,0.33287125,0.332504375
Adam,0.73508375,0.746495625,0.740789688
Sc2,0.7044525,0.69140375,0.697928125
Elf,0.31437,0.3171325,0.31575125
,0.29265875,0.273173125,0.282915938
RpL5,0.39136125,0.393534375,0.392447813
mago,0.79330375,0.799845625,0.796574688
CaMKI,0.98468,1.0067,0.99569
,0.90749,0.9179225,0.91270625
RpL4,0.3548425,0.35543375,0.355138125
CG9675,24.5544375,22.31865625,23.43654688
RpL14,0.43813125,0.439786875,0.438959063
Dlc90F,0.7660125,0.78213125,0.774071875
RpL23A,0.707,0.7156975,0.71134875
TfIIS,0.4723225,0.46085875,0.466590625
Amy-d;Amy-p,#DIV/0!,#DIV/0!,#DIV/0!
RpL8,0.59931,0.600605,0.5999575
glo,1.548325,1.5658875,1.55710625
Asph,1.253855,1.2815625,1.26770875
Cpr49Ab,1.868725,1.7965375,1.83263125
RpL31,0.49058625,0.495821875,0.493204063
lig,0.5167375,0.51500875,0.515873125
SF2,0.85334,0.8499275,0.85163375
CG5642,0.17608,0.1718825,0.17398125
,0.38173,0.3789375,0.38033375
Glycogenin,0.1953,0.19893,0.197115
NAT1,0.28007,0.274845,0.2774575
Pgd,0.487795,0.4878125,0.48780375
,1.7970125,1.84286875,1.819940625
,1.8734125,1.89174375,1.882578125
Fer1HCH,3.087675,3.4192125,3.25344375
TppII,0.17831125,0.182149375,0.180230313
yellow-e,1.438075,1.4441375,1.44110625
pr,0.40624125,0.403534375,0.404887813
,1.7934,1.749125,1.7712625
SPE,0.372785,0.36421,0.3684975
Obp56d,1.683375,1.7352375,1.70930625
RpLP2,0.98913,1.025425,1.0072775
,1.3187375,1.32300625,1.320871875
,0.29150125,0.267651875,0.279576563
,1.5818625,1.57639375,1.579128125
Eip71CD,0.506985,0.5297475,0.51836625
Trap1,0.467425,0.4509325,0.45917875
Mdh1,1.609325,1.5994625,1.60439375
AcCoAS,0.5592325,0.54946125,0.554346875
Glt,2.2937125,2.31379375,2.303753125
Idgf4,0.49267125,0.493111875,0.492891563
R,1.28912625,1.217789375,1.253457813
RpL24,0.487335,0.487775,0.487555
CG18003-RC,1.2734375,1.25033125,1.261884375
p47,1.628725,1.6316375,1.63018125
,0.678575,0.698315,0.688445
rdhB,1.11486625,1.092449375,1.103657813
,0.79189625,0.802131875,0.797014063
Idh,0.85679,0.8608525,0.85882125
alien,0.448715,0.424855,0.436785
,0.99235375,0.988348125,0.990350938
VGlut,0.6389625,0.64248125,0.640721875
RpL12,0.29698875,0.294708125,0.295848438
UGP,1.9187125,1.92851875,1.923615625
RpS15Aa;RpS15Ab,0.323725,0.32684,0.3252825
cin-RB,2.4460875,2.45783125,2.451959375
,0.53505,0.5576775,0.54636375
,0.48900625,0.491201875,0.490104063
Nup358,0.28152625,0.287406875,0.284466563
RpS3A,0.3995225,0.39901125,0.399266875
RpS14a,0.4964975,0.50088125,0.498689375
CG3590-RA,0.6275375,0.64189625,0.634716875
,1.1207625,1.12401875,1.122390625
,1.325925,1.3732375,1.34958125
Galk,1.01854,0.983065,1.0008025
Cat,0.444445,0.4464125,0.44542875
Adk2,1.09392875,1.106165625,1.100047188
Cyt-c-p,4.1915375,4.32120625,4.256371875
EG:87B1.3,3.6325,3.59475,3.613625
eIF-2beta,0.48265,0.4873375,0.48499375
Ccp84Ab;Ccp84Aa,0.50103375,0.503888125,0.502460938
CG3760,0.6992225,0.69827875,0.698750625
B52,1.09981625,1.085699375,1.092757813
BEST:CK01296,1.12035125,1.097726875,1.109039063
CG2649,1.1318125,1.13444375,1.133128125
RpS19a,0.44989125,0.452814375,0.451352813
,1.02687625,1.023656875,1.025266563
sky,#DIV/0!,#DIV/0!,#DIV/0!
Adh,3.1008625,3.08574375,3.093303125
CG14752-RA,1.07275,1.108725,1.0907375
,0.90349,0.916775,0.9101325
Sec13,0.76025,0.7489625,0.75460625
Ef1alpha48D,0.3427425,0.34972375,0.346233125
,0.24704875,0.251518125,0.249283438
RpS27,0.4225525,0.42823125,0.425391875
RpS25,0.87523,0.882775,0.8790025
RpS21,0.46262375,0.467450625,0.465037188
vig2;fdy,0.4494125,0.45179625,0.450604375
eIF2B-delta,0.3505675,0.35333125,0.351949375
TBCB,0.33955625,0.337321875,0.338439063
Dp1,0.14582625,0.142774375,0.144300313
,1.100125,1.1047125,1.10241875
LM408,1.09925125,1.082751875,1.091001563
Nak,0.88041375,0.816323125,0.848368438
Tctp,0.50382,0.5151575,0.50948875
,0.85158,0.79641,0.823995
128up,0.21732125,0.218449375,0.217885313
Atg8a,2.06145,2.039225,2.0503375
RpLP1,0.4624725,0.48024875,0.471360625
CG4721-RA,0.89642875,0.907425625,0.901927188
CG6904,0.83023625,0.820216875,0.825226563
eIF3-S8,0.19763375,0.198608125,0.198120938
Nacalpha,0.86334625,0.894944375,0.879145313
CG13865,1.11176125,1.130134375,1.120947813
sta,0.631425,0.649115,0.64027
,1.29576875,1.214845625,1.255307188
EG:152A3.7,1.22475625,1.297321875,1.261039063
mRpS31,0.6103575,0.62486875,0.617613125
Sra-1,0.569445,0.517375,0.54341
eIF3-S9,0.5133975,0.52063875,0.517018125
,0.31568875,0.318038125,0.316863438
,0.40515375,0.400370625,0.402762188
RpL27,0.8144425,0.81324125,0.813841875
pdgy,0.29351625,0.283839375,0.288677813
RpL21,0.48182875,0.483015625,0.482422188
RpL13A,0.3501075,0.34552875,0.347818125
Irp-1B,0.208755,0.211805,0.21028
CG5567-RA,1.0353925,0.96490125,1.000146875
,0.64360125,0.631291875,0.637446563
eIF-5A,0.51646125,0.527086875,0.521774063
,2.7035375,2.67655625,2.690046875
pyd3,0.48374375,0.477733125,0.480738438
GstE6,5.043225,5.1050875,5.07415625
Inx3,0.72115625,0.718061875,0.719609063
sni,1.9229125,1.89961875,1.911265625
RpL18,0.29251375,0.290980625,0.291747188
RpL29,0.78947,0.8063275,0.79789875
RpL10Ab,0.45391125,0.458304375,0.456107813
regucalcin,0.786045,0.80819,0.7971175
row,1.08504375,1.187703125,1.136373438
Ef1gamma,0.32512375,0.334980625,0.330052188
RpL30,0.48044875,0.491468125,0.485958438
Sec23,0.19216875,0.194068125,0.193118438
BEST:GH09393,0.97816875,0.968673125,0.973420938
CG8306,0.5097925,0.50979875,0.509795625
CG12375,0.72341875,0.740985625,0.732202188
RpL9,0.4305725,0.42706125,0.428816875
GlyP,1.04122375,1.038080625,1.039652188
RpL3,0.21598875,0.216445625,0.216217188
,1.4848125,1.52849375,1.506653125
Tal,1.4508625,1.44106875,1.445965625
alpha-Est7,0.602615,0.606935,0.604775
,0.4497275,0.45615125,0.452939375
shep,0.688085,0.6451575,0.66662125
IM10,12.113675,11.4357625,11.77471875
T-cp1,0.219525,0.2161825,0.21785375
,0.8975175,0.93633125,0.916924375
RpS10b,0.8444275,0.86404625,0.854236875
eIF-1A,0.85508875,0.886315625,0.870702188
,1.3840875,1.36400625,1.374046875
RpLP0,0.34817375,0.356143125,0.352158438
Cyp28d1,0.93867125,0.916639375,0.927655313
GstE4,2.3331375,2.40993125,2.371534375
Sec61beta,1.16453875,1.135583125,1.150060938
,#DIV/0!,#DIV/0!,#DIV/0!
,1.0855,1.0977,1.0916
,3.0879375,3.11110625,3.099521875
Gclc,1.08743,0.971045,1.0292375
RpL7A,0.416405,0.4174075,0.41690625
glob1,9.3269375,9.31958125,9.323259375
Sptr,1.4352625,1.44161875,1.438440625
CG7185,1.1206125,1.17871875,1.149665625
Cpr,0.1903375,0.19129125,0.190814375
,#DIV/0!,#DIV/0!,#DIV/0!
Rfabg,0.22717375,0.220680625,0.223927188
ade5,1.1278,1.113375,1.1205875
RpL11,0.40667875,0.404293125,0.405485938
EG:BACR19J1.2,1.0470225,0.96654375,1.006783125
,1.1722,1.1606,1.1664
CG12163,0.5363575,0.50835375,0.522355625
nudC,0.24961,0.257385,0.2534975
RpL35A,0.6092075,0.61095875,0.610083125
CG5390-RA,0.36203125,0.363751875,0.362891563
,0.9163575,0.90958875,0.912973125
Tsf1,1.250795,1.2059175,1.22835625
Trip1,0.39934375,0.407740625,0.403542188
RpS13,0.8039825,0.81237625,0.808179375
vig,0.65692,0.66334,0.66013
Cyt-b5-r,4.199875,4.0956125,4.14774375
,0.711475,0.7589925,0.73523375
,0.5810675,0.58565875,0.583363125
Mal-A5,1.1502125,1.16411875,1.157165625
rush,0.39093,0.3760725,0.38350125
FK506-bp1,0.6882,0.6851325,0.68666625
Aats-asn,0.3148325,0.31568125,0.315256875
bic,1.1842375,1.22760625,1.205921875
,1.4789,1.4972,1.48805
Cyp6d5,3.81895,3.728725,3.7738375
CG8798,0.58186,0.53932,0.56059
Syn,0.87805,0.8903375,0.88419375
l(1)G0136,0.648665,0.635345,0.642005
RpS7,0.961625,0.9816125,0.97161875
eIF-2alpha,0.324155,0.3273625,0.32575875
bai,0.92568875,0.937285625,0.931487188
zormin,0.2699375,0.26109625,0.265516875
Hn,0.20738125,0.209449375,0.208415313
Spat,1.2620125,1.26944375,1.265728125
Mfe2,0.5018525,0.50040625,0.501129375
hebe,0.97111375,0.991428125,0.981270938
,0.31509875,0.325285625,0.320192188
Fdh,0.343145,0.3491525,0.34614875
Adk3,1.5385,1.552475,1.5454875
,1.3503125,1.32874375,1.339528125
CG3364,0.393605,0.4318925,0.41274875
ALiX,0.35478375,0.346700625,0.350742188
eIF4AIII,0.61152125,0.606754375,0.609137813
Nurf-38,0.9705975,0.96324125,0.966919375
mRpL12,0.9749425,0.98518875,0.980065625
Hcs,0.92407,0.839255,0.8816625
RpS15,0.81120875,0.822108125,0.816658438
Aats-glupro,0.2021825,0.21026625,0.206224375
EG:100G10.4,#DIV/0!,#DIV/0!,#DIV/0!
Faa,1.0718325,1.07581875,1.073825625
fbp,2.2350625,2.24596875,2.240515625
,0.55217875,0.525420625,0.538799688
CG9977-RA,1.61199,2.2484,1.930195
Akap200,0.65658375,0.680403125,0.668493438
,2.2816625,2.46636875,2.374015625
GstT4,0.80984625,0.811314375,0.810580313
CG4572-RC,1.267875,1.2599125,1.26389375
,0.72094625,0.726881875,0.723914063
Aats-val,0.240335,0.233265,0.2368
eIF-4B,0.3476875,0.34899125,0.348339375
Tudor-SN,0.26225125,0.261481875,0.261866563
RpS3,0.307515,0.3104925,0.30900375
RpL15,0.34244,0.34262,0.34253
RpL35,0.410485,0.416025,0.413255
,1.02999,1.05145,1.04072
eIF3-S4-1,0.532275,0.541985,0.53713
msk,0.461995,0.4449,0.4534475
,0.56130875,0.544385625,0.552847188
Ars2,0.30187375,0.312330625,0.307102188
UK114,4.9013375,4.76840625,4.834871875
,0.42563375,0.450683125,0.438158438
Dbi,6.637425,6.7609875,6.69920625
CG8632-RA,2.09865,2.121175,2.1099125
CG17837,0.9213675,0.92869125,0.925029375
Iswi,0.3522725,0.35449375,0.353383125
CG1364,0.95754,0.98545,0.971495
Mtp,0.64199375,0.663633125,0.652813438
CG3902-RA,1.525475,1.5210375,1.52325625
RpL7,0.51034625,0.506966875,0.508656563
,#DIV/0!,#DIV/0!,#DIV/0!
CG12512-RA,0.60425,0.596655,0.6004525
Act57B,0.1687425,0.16442625,0.166584375
,0.78394875,0.767888125,0.775918438
,0.53537625,0.537316875,0.536346563
Cyp4e2,0.98091625,0.918624375,0.949770313
CG3714,0.49942875,0.474423125,0.486925938
,1.4692875,1.44513125,1.457209375
,#DIV/0!,#DIV/0!,#DIV/0!
RpS9,0.9525675,0.95058625,0.951576875
,1.5795875,1.57888125,1.579234375
CG10237-RC,0.32883125,0.332016875,0.330424063
Gale,1.0586175,1.04430125,1.051459375
,2.7543125,2.75781875,2.756065625
CG10467-RA,0.81168,0.7718225,0.79175125
,0.43462625,0.436736875,0.435681563
Obp99c,0.36671375,0.366653125,0.366683438
U2A,0.6562225,0.62580875,0.641015625
Cpr30F,0.161512125,0.200983438,0.181247781
CG5210,0.3492375,0.35188875,0.350563125
RpL6,0.44551,0.448895,0.4472025
Anxb11;AnxB11,0.539635,0.555135,0.547385
Sam-S,0.2957975,0.29214375,0.293970625
,2.137575,2.2231625,2.18036875
whd,0.384035,0.37595,0.3799925
UGP,3.85975,3.849925,3.8548375
proPO-A1,0.32692125,0.324641875,0.325781563
Tango1,0.433375,0.46167,0.4475225
,22.964125,23.3881875,23.17615625
RpL32,0.37255375,0.375558125,0.374055938
CG4019-RC,1.860775,1.8282125,1.84449375
Prat2,1.616225,1.5879625,1.60209375
CG9328-RA,1.1733625,1.20259375,1.187978125
PhKgamma,0.50558625,0.479264375,0.492425313
SsRbeta,1.5231125,1.53581875,1.529465625
Gel,0.72390125,0.718534375,0.721217813
CG4847-RD,0.3166575,0.31343625,0.315046875
RpL19,0.24827375,0.254133125,0.251203438
,#DIV/0!,#DIV/0!,#DIV/0!
Prx2540-1,2.4856375,2.46350625,2.474571875
l(2)04524,0.7223125,0.74218375,0.732248125
,0.997785,0.9468275,0.97230625
RpL27A,0.34446875,0.345385625,0.344927188
proPo-A3,0.8383125,0.81758375,0.827948125
Sply,0.57684375,0.571208125,0.574025938
,#DIV/0!,#DIV/0!,#DIV/0!
Hem,0.20633875,0.208793125,0.207565938
,1.1154175,1.13433125,1.124874375
CG16758-RF,0.9682325,0.94834375,0.958288125
pug,1.16750125,1.146726875,1.157114063
,0.4466175,0.44635625,0.446486875
Gip,1.758375,1.7277875,1.74308125
,1.03001,1.0514975,1.04075375
,#DIV/0!,#DIV/0!,#DIV/0!
,2.5071375,2.46123125,2.484184375
DnaJ-1,0.3772075,0.38430375,0.380755625
l(1)G0320,0.95656125,0.947189375,0.951875313
CG5958-RA,1.464625,1.4242875,1.44445625
bur,0.19862875,0.202260625,0.200444688
RpS12,0.3918275,0.40128625,0.396556875
Aats-thr,0.31278375,0.291575625,0.302179688
CG4802,0.397665,0.3938875,0.39577625
,0.93174875,0.958240625,0.944994688
mRpS30,0.42470875,0.436070625,0.430389688
CASK,0.29537125,0.290819375,0.293095313
,2.4741125,2.53361875,2.503865625
eIF-3p66,0.2814625,0.27344375,0.277453125
Ostgamma,0.55325,0.5655775,0.55941375
GstE3,4.399725,4.5499625,4.47484375
,0.49332375,0.508413125,0.500868438
smp-30,4.755475,4.6997375,4.72760625
EG:BACR7A4.14,5.161925,5.2270625,5.19449375
,0.29439125,0.303711875,0.299051563
,2.2321875,2.23570625,2.233946875
GstO2,1.8029375,1.81628125,1.809609375
Cpr64Ab,1.6815375,1.64450625,1.663021875
Tap42,0.73101875,0.747673125,0.739345938
SelD,0.296705,0.2917875,0.29424625
RpL37a,0.374505,0.3741875,0.37434625
qkr58E-1,0.862155,0.8490075,0.85558125
,0.9459525,1.00971875,0.977835625
RpL36A,0.1794125,0.18236875,0.180890625
RpL37A,0.54974125,0.550876875,0.550309063
RpL28,0.67127125,0.672531875,0.671901563
CG5065,0.4656175,0.44174125,0.453679375
Cdk5,0.61719,0.5682175,0.59270375
mt:ATPase8,5.9311625,6.13909375,6.035128125
,#DIV/0!,#DIV/0!,#DIV/0!
Chro,0.51797125,0.529881875,0.523926563
pst,0.370755,0.3601825,0.36546875
PP2A-B,0.4272625,0.42253375,0.424898125
plexA,1.23790625,1.087686875,1.162796563
,#DIV/0!,#DIV/0!,#DIV/0!
,0.76569875,0.779085625,0.772392188
Jheh1,4.44985,4.299575,4.3747125
tobi,13.2167875,14.33890625,13.77784688
,13.5235,13.1395,13.3315
BcDNA.GH05741,#DIV/0!,#DIV/0!,#DIV/0!
,0.53768,0.5686975,0.55318875
,3.615775,3.6534875,3.63463125
CG10417,0.27365625,0.283691875,0.278674063
Oat,0.46760125,0.467744375,0.467672813
Yp2,3.5192375,3.57250625,3.545871875
,0.3090675,0.28696625,0.298016875
Sodh-1,3.9380625,3.85169375,3.894878125
Pbprp3,17.303875,16.3805625,16.84221875
ade2,0.2353325,0.22791875,0.231625625
sec3,0.472005,0.4818475,0.47692625
,0.65988,0.656005,0.6579425
Fmo-2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Uba2,0.2013275,0.19758875,0.199458125
Ugt86Dd,#DIV/0!,#DIV/0!,#DIV/0!
CG9498-RA,#DIV/0!,#DIV/0!,#DIV/0!
,1.8041625,1.78374375,1.793953125
Lmpt,1.3206625,1.33909375,1.329878125
,0.650605,0.592725,0.621665
Nopp140,0.95697125,0.986009375,0.971490313
rab3-GEF;Rab3-GEF,0.59679875,0.577580625,0.587189688
Tsp42Ee,0.8942475,0.90673625,0.900491875
antdh,3.295675,3.2515625,3.27361875
Cpr57A,5.1550875,5.07718125,5.116134375
Est-6,2.141525,2.0699375,2.10573125
,1.575725,1.5331875,1.55445625
emp,0.62854875,0.635320625,0.631934688
,0.61033375,0.600003125,0.605168438
jar,0.265435,0.2643125,0.26487375
,0.5500375,0.51683625,0.533436875
vimar,0.3038325,0.30963875,0.306735625
Obp99a,5.7407,5.894425,5.8175625
EG:52C10.2,0.6827875,0.66972125,0.676254375
Yp1,5.2751625,5.30286875,5.289015625
ACC,0.473085,0.466155,0.46962
Obp56e,1.818075,1.8478375,1.83295625
sif,0.2446725,0.24352125,0.244096875
bsf,0.17305,0.16817,0.17061
Yp3,1.96125,1.928925,1.9450875
Gprk1,0.36061,0.351245,0.3559275
Ac3,0.48145125,0.544526875,0.512989063
Cyp6a20,12.7206875,12.42003125,12.57035938
Cyp6a23,#DIV/0!,#DIV/0!,#DIV/0!
Mi-2,0.34538625,0.353331875,0.349359063
Usp7,0.364985,0.3511125,0.35804875
Aats-his,0.26282375,0.272565625,0.267694688
CtsB1,4.108515,3.55838,3.8334475
