Gene names,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha _day_1_1, Alpha _day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha _day_10_1, Alpha _day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_30_1, Alpha _day_30_2
Cpr76Bd,0.40951,0.39502,0.1882,0.20361,0.26109,0.2691,1.4701,1.6574,1.3493,1.3422,1.3344,1.4623,1.5935,1.4688,1.5591,1.4772
,0.76171,0.78529,0.86743,0.76989,0.90484,0.85645,0.53984,0.50803,0.4998,0.5315,0.53524,0.54847,0.4865,0.46105,0.47597,0.46135
Ucrh,3.1847,2.9657,2.8178,2.1047,2.1475,5.0716,2.285,1.4345,1.6228,1.3315,1.8076,2.1397,1.7136,1.4092,1.6756,2.6012
uex,0.43537,0.43507,0.79094,0.41444,0.42804,0.51845,0.5361,0.44899,0.48466,0.46237,0.48796,0.57973,0.49137,0.5458,0.48035,0.46494
Caps,0.23428,0.23661,0.28394,0.22901,0.25829,0.25703,0.25136,0.17082,0.25698,0.33076,0.27262,0.28051,0.22909,0.21482,0.22366,0.29003
,2.1341,1.7396,1.7769,1.5055,1.7026,1.5909,2.7227,2.7426,2.8151,2.7392,2.441,2.7717,2.5954,2.7554,2.5338,3.2232
5PtaseI,0.41246,0.32972,0.38032,0.44782,0.28253,0.3376,0.35879,0.32716,0.28998,0.30041,0.3591,0.54777,0.34078,0.27506,0.33259,0.37145
Unc-115b;Unc-115a,0.20296,0.2351,0.44445,0.2454,0.16721,0.23427,0.26101,0.36123,0.33682,0.30293,0.23749,0.25827,0.19735,0.19664,0.1926,0.213
,0.85905,1.1132,1.6166,1.0573,1.4459,1.5575,1.1157,1.1623,1.042,1.0654,1.0497,1.1048,0.74763,0.83746,0.72951,0.71605
trp,0.29109,0.33703,0.46814,0.36812,0.46457,0.4308,0.37178,0.38822,0.33965,0.35679,0.37988,0.38077,0.43785,0.3671,0.42722,0.41295
vps24,1.2063,1.0597,1.2125,1.6316,1.8526,1.319,1.6591,1.7719,1.5407,1.91,1.4753,1.576,1.4912,1.002,1.4546,0.91869
betaCop,0.2748,0.29253,0.26053,0.35138,0.24663,0.20926,0.37765,0.34267,0.39058,0.39488,0.40762,0.35865,0.37106,0.36837,0.36172,0.43188
,3.3005,3.2638,3.3181,2.4645,3.5997,3.3895,1.8002,1.7862,1.8591,2.0484,2.0696,1.8979,1.9808,1.823,1.9298,1.7133
Vha36-3,2.7455,3.0234,3.2228,2.2174,NaN,2.679,2.0055,2.3245,2.4364,2.4612,3.0082,1.73,1.9461,1.9827,1.8958,2.4267
,0.54661,0.71563,0.61316,0.49628,0.66765,0.72885,0.80153,0.83055,0.89628,0.87451,0.92711,0.88573,0.84067,0.76121,0.81892,0.8037
Pros29,0.50312,0.52238,0.55136,0.44591,0.47174,0.48307,1.0943,1.0273,1.1539,1.1085,1.1559,1.1517,1.1219,1.1361,1.0926,1.1303
CG3842-RA,0.40777,0.297,0.1816,0.55245,0.22896,0.31313,NaN,NaN,NaN,NaN,0.41488,0.31803,0.48249,0.53479,0.46967,0.39399
,0.26425,0.37025,0.31589,0.25989,0.40387,0.29467,0.50252,0.5939,0.5161,0.56195,0.49228,0.46362,0.52351,0.61225,0.50959,0.55512
eIF3-S10,0.24833,0.24975,0.23181,0.24915,0.24684,0.23383,0.49498,0.46099,0.52034,0.5521,0.46385,0.54218,0.56159,0.6618,0.54638,0.55196
Ugt86Da,2.5212,3.0779,3.4918,2.2054,3.2992,2.9365,2.809,3.1367,2.3919,2.445,2.4381,2.5156,2.0614,2.3191,2.0055,1.9391
,1.4272,1.1407,1.4819,1.0229,0.97552,1.0778,1.812,1.7007,1.9551,1.9374,1.9514,1.6722,1.8148,1.967,1.7637,1.9263
,2.9552,2.9507,3.2578,2.8093,3.8416,3.602,1.3676,1.1349,1.0558,1.2582,1.4248,1.4591,1.2482,1.3236,1.2126,1.2606
lost,0.42346,0.43127,0.41233,0.43862,0.43951,0.44604,0.67734,0.68379,0.7257,0.72033,0.80567,0.71563,0.85803,0.84592,0.83343,0.85911
CG2145,0.8495,0.80389,0.80345,0.74895,0.9487,0.87142,1.2734,1.1778,1.371,1.1148,1.0602,1.083,1.1849,1.1538,1.1502,0.94764
CaBP1,0.53732,0.48798,0.45279,0.41143,0.4684,0.46722,0.86978,0.88235,0.90171,0.95862,1.2085,1.0514,1.0247,0.97612,0.99461,1.0069
Tim13,3.2592,2.4626,2.171,1.8973,2.517,2.0357,1.8051,2.1746,2.7134,2.1699,2.1808,2.1456,2.2507,2.0484,2.1843,2.1033
Hrs,0.61718,0.51246,0.49832,0.51727,0.64126,0.66366,0.83719,0.6098,0.85159,0.69868,0.61223,0.7808,0.72519,0.62743,0.70336,0.70804
Vinc,0.16034,0.19043,0.20236,0.12453,0.18436,0.21403,0.33008,0.34027,0.31789,0.32262,0.3488,0.36849,0.29268,0.30211,0.28381,0.33491
NLaz,1.1642,0.94983,1.1995,1.0821,0.98885,0.88679,1.798,1.589,1.922,1.9476,2.0184,2.2547,1.6884,1.6047,1.637,1.6929
DppIII,0.27173,0.30293,0.29609,0.29267,0.28722,0.31487,0.5081,0.43422,0.41773,0.49651,0.49068,0.5072,0.48162,0.5027,0.46689,0.46419
TSG101,0.64441,0.5416,0.62922,0.50262,0.64398,0.6696,0.6279,0.82959,0.75906,0.83749,NaN,0.90884,0.51657,0.5555,0.50065,0.74229
Ncc69,0.31578,0.4734,0.56356,0.47546,0.43236,0.40085,0.3154,0.36552,0.28819,0.32085,0.39546,0.29183,0.25999,0.21534,0.25189,0.257
yip2,1.0433,1.0325,1.0817,0.97306,1.0711,1.0882,0.89435,0.82778,0.7065,0.7279,0.77981,0.78419,0.62618,0.60733,0.60658,0.54933
Fatp,0.48384,0.51331,0.53488,0.46281,0.5999,0.61071,0.78782,0.74057,0.62227,0.65579,0.79591,0.82162,0.75133,0.71368,0.72771,0.72499
zip,0.15818,0.16255,0.18534,0.14399,0.14693,0.14363,0.37992,0.41345,0.36841,0.39919,0.37224,0.37844,0.38884,0.40721,0.37632,0.36524
Cyp12b2,0.98783,1.0297,NaN,NaN,1.0157,NaN,0.57646,NaN,0.30557,NaN,0.35831,NaN,0.67102,NaN,0.6494,NaN
Vha68-1,0.77101,0.78008,0.96602,0.69764,0.8381,0.90469,0.76618,0.79258,0.80859,0.76935,0.78234,0.80339,0.68431,0.55082,0.66209,0.66395
Sar1,0.71607,0.89854,0.86949,0.6921,0.94417,1.0742,1.0873,1.0371,1.0759,1.1867,1.1626,1.2568,1.1417,1.2017,1.1046,1.13
Prx3,1.1541,1.2957,1.4814,1.2657,1.3015,1.2188,1.0434,1.0258,1.1539,0.97617,1.0042,1.0613,0.95877,1.0566,0.92761,0.98654
,2.253,1.9611,2.0454,1.6368,2.1526,2.661,1.6625,1.5791,1.4288,1.5156,1.6821,1.5891,1.4739,1.5619,1.4259,1.6384
Fech,0.61953,0.59938,0.67367,0.41108,0.72142,0.72656,0.51141,0.50763,0.46192,0.47182,0.54635,0.51887,0.40848,0.38764,0.39516,0.43871
cpa,1.0188,0.9789,0.90385,0.79988,0.95726,1.0947,1.9284,1.7453,1.4782,1.4727,1.4995,1.6263,1.3461,1.3498,1.3022,1.8063
bcn92,3.5397,2.8967,2.6487,1.9876,2.8092,2.8947,2.2948,2.2736,2.0841,1.9703,2.2693,2.1895,2.0094,1.7858,1.943,2.3561
,1.4197,1.2845,1.2438,1.1056,1.4159,1.4705,0.76891,0.76763,0.82239,0.74826,0.82424,0.85627,0.77341,0.76076,0.74785,0.80949
gho,0.12694,0.16255,0.28764,0.13197,0.17149,0.18801,0.23616,0.19351,0.19298,0.23623,0.19419,0.22691,0.23121,0.22422,0.22329,0.24622
fabp,3.0766,2.5527,3.0067,2.6145,2.6322,2.6448,2.64,2.8597,2.5306,2.2384,2.1442,2.2278,2.6407,2.5616,2.5496,2.6012
Nop60B,0.64591,0.63836,0.31787,0.60383,0.6337,0.65434,1.0774,0.87647,1.6178,1.2938,1.0042,0.97325,1.1565,1.1946,1.1163,1.0026
Fas3,1.3515,1.2382,NaN,1.4225,1.2764,1.151,2.1661,2.5319,2.5113,2.3042,2.1442,2.0528,2.5474,2.1788,2.453,2.9337
Hsp83,0.24853,0.25709,0.24621,0.25558,0.24692,0.30492,0.61668,0.59378,0.67478,0.66429,0.668,0.65332,0.66339,0.61905,0.63879,0.66194
ATPsyn-b,1.1988,1.2094,1.1386,0.99532,1.1781,1.2911,0.77668,0.75731,0.68724,0.73907,0.83448,0.84826,0.78365,0.76454,0.75449,0.77672
Ubc-E2H,0.75963,0.79836,0.4635,0.71393,0.80577,0.72651,1.4018,1.3047,1.5718,1.5686,1.4131,1.4687,1.5883,1.9095,1.529,1.5273
Pros45,0.38791,0.43089,0.42121,0.30964,0.40956,0.34349,0.9561,0.9165,0.87472,1.1436,1.0719,1.0988,1.1796,1.0935,1.1352,1.0696
Lmpt,0.18176,0.22534,0.29896,0.24181,0.22663,0.25417,0.42007,0.42765,0.42452,0.41841,0.43545,0.47418,0.38194,0.35397,0.36741,0.38115
AnxB10,1.7692,1.5562,1.9028,1.5379,1.5989,1.714,1.2609,1.2326,1.3352,1.2011,1.1191,1.1902,0.97816,0.892,0.94058,1.0269
endos,1.0103,0.90303,0.95863,0.72136,0.89332,0.89582,1.0542,1.1165,1.1042,1.1502,1.2458,1.0597,1.0354,0.9776,0.99533,1.1991
eIF-4a,0.26256,0.33226,0.35772,0.28723,0.34587,0.29436,0.56053,0.57126,0.58539,0.60604,0.65961,0.68377,0.63875,0.77922,0.61401,0.65638
Vps4,0.68485,0.69724,0.6973,0.61391,0.71594,0.63153,0.87517,0.79497,0.58144,0.71223,0.75466,0.64881,0.56577,0.56757,0.54371,0.6199
CG33090,0.2983,0.31798,0.34357,NaN,0.36805,0.86303,0.1579,0.31855,NaN,0.44251,0.53655,NaN,1.0918,NaN,1.0487,NaN
Hsp60,0.80425,0.74722,0.7505,0.65167,0.69613,0.75634,1.5565,1.462,1.746,1.6302,1.7913,1.8316,1.685,1.763,1.6173,1.7035
,2.3899,1.8692,1.9362,1.8398,1.7064,1.9023,1.9311,1.8149,1.5329,1.7227,1.6006,1.6992,1.9805,2.0252,1.9008,2.2706
wupA,2.3118,2.2649,2.6004,1.875,2.1457,2.2662,2.2838,2.3832,2.5563,2.6033,2.5366,2.5545,2.5385,2.2916,2.4358,2.678
RpL17,0.3259,0.29569,0.26141,0.27211,0.27457,0.35089,0.61552,0.76813,0.63851,0.78815,0.71517,0.76183,1.0027,0.82741,0.96205,0.86797
cindr,0.49178,0.53231,0.90959,0.55841,0.76766,0.85794,NaN,NaN,0.54258,0.43206,NaN,0.42013,0.50126,NaN,0.48087,NaN
CG17737,0.74961,0.59515,0.68781,0.66465,0.63651,0.74685,1.033,1.032,1.1069,1.142,0.92645,0.90835,1.0672,1.2715,1.0227,1.2408
BG:DS00180.3,1.1259,0.90191,1.1407,0.9632,1.0542,0.96681,1.8906,1.8332,1.9305,1.7274,1.9482,1.9995,2.5184,2.3836,2.4132,2.2361
EfTuM,0.50787,0.54129,0.46965,0.47263,0.54574,0.53442,0.569,0.51553,0.52526,0.57038,0.62224,0.59782,0.49471,0.44541,0.47369,0.4687
CSN7,0.64482,NaN,0.98585,NaN,0.59974,0.69221,1.0837,NaN,NaN,NaN,NaN,NaN,1.1534,1.0817,1.1039,0.73891
e,0.19476,0.2275,0.30127,0.28723,0.22428,0.20546,0.26193,0.27264,0.2101,0.26247,0.24791,0.22895,0.28152,0.19276,0.26923,0.28245
,0.83549,0.7744,1.6815,NaN,1.0476,1.5147,1.3678,1.3027,0.6322,1.378,1.153,1.0217,1.3176,1.1435,1.2599,0.58159
Cand1,0.25092,0.342,0.24245,0.33321,0.29775,0.2205,0.21871,0.15659,0.23065,0.1547,0.19733,0.34401,0.23065,0.26354,0.22054,0.20283
,1.0107,0.866,0.81561,0.78586,0.69815,0.83842,1.4794,1.685,1.3304,1.4975,1.4925,1.3744,1.4527,1.6333,1.3889,1.2985
,0.39742,0.47623,0.51025,0.43921,0.49879,0.42271,1.2205,0.93927,0.93223,0.84759,0.9916,0.95871,1.1771,1.2036,1.1254,0.98694
AP-2alpha,0.22422,0.3403,0.24907,0.30475,0.26089,0.27234,0.23674,0.25396,0.23165,0.2368,0.26369,0.26479,0.20174,0.20624,0.19275,0.26069
pAbp,0.43795,0.41063,0.41721,0.41028,0.43233,0.41162,0.82708,0.76961,0.77035,0.83017,0.79044,0.82455,0.8355,0.95722,0.79821,0.80224
Ykt6,1.1086,1.5983,1.3258,1.5897,1.1567,1.1817,1.437,1.5498,1.5484,1.6987,1.3077,1.3294,1.313,1.2287,1.2538,1.597
CG10217-RA,0.51777,NaN,0.69418,0.52343,NaN,0.677,0.85785,0.77423,NaN,0.66163,NaN,0.78336,0.72773,NaN,0.6946,0.88088
Rpn11,0.2659,0.4482,0.3808,0.31534,0.37407,0.42344,0.87517,0.74486,0.73959,0.97035,1.0438,0.90688,1.0077,1.094,0.96095,1.0292
Pp2A-29B,0.22267,0.27446,0.2132,0.2296,0.2567,0.27168,0.35717,0.35526,0.35399,0.36725,0.35235,0.37393,0.34461,0.32296,0.32818,0.36959
HIP-R;HIP,0.37917,0.36488,0.44686,0.35133,0.37293,0.36967,0.8661,0.84179,0.7447,0.91597,0.92439,0.92565,0.98519,0.9162,0.93809,1.0146
caz,1.3272,1.1921,1.2602,1.2376,1.2394,1.1884,2.1474,2.0655,1.9904,1.9519,1.7362,1.8195,2.1859,1.8466,2.0798,2.0831
,0.76047,0.67104,0.42954,NaN,0.67009,0.66989,0.44365,0.44457,0.36601,0.37055,0.57635,0.41654,0.35334,0.48562,0.33604,0.49583
eIF-2gamma,0.23006,0.20665,0.20177,0.20974,0.17591,0.18985,0.38275,0.35318,0.44273,0.49854,0.42623,0.46856,0.43288,0.40379,0.41163,0.34797
CG13349;Rpn13,0.60701,0.47309,0.50893,0.49973,0.50273,0.48875,1.2872,1.2169,1.4497,1.3489,1.3193,1.2351,1.4499,1.2819,1.3784,1.3393
Psa,0.17275,0.19302,0.22329,0.20982,0.18532,0.19996,0.29378,0.30046,0.24737,0.304,0.30626,0.37712,0.32104,0.32152,0.30517,0.28027
,0.75514,0.80838,0.61463,NaN,0.80682,0.8071,0.60542,0.62912,0.87995,0.57834,0.60474,0.72042,0.5837,0.66311,0.55475,0.69053
,1.255,1.1968,1.6541,1.4146,1.5099,1.5102,0.55977,0.53893,0.44699,0.47844,0.38972,0.45566,0.51888,0.48233,0.49302,0.48933
Gp210,0.28171,0.5043,0.52197,0.3781,0.40872,0.55257,0.54538,0.70267,0.52762,0.46453,0.47047,0.45217,0.67623,0.51755,0.64214,0.46568
Cpr100A,1.1195,0.95438,1.0119,1.0158,1.006,1.0515,2.6355,2.8203,3.2563,3.2102,2.9992,3.7621,4.5373,4.6297,4.3084,4.8178
RpS8,0.58834,0.54405,0.57873,0.3806,0.57381,0.62813,1.2006,1.274,1.3015,1.4235,1.3761,1.2714,1.8007,1.5166,1.7096,1.8159
Lamp1,1.4906,1.5448,1.6038,1.2365,1.631,1.4233,1.9563,1.9578,1.7448,1.7416,1.8683,2.0373,1.3755,1.4407,1.3056,1.6311
Rpn7,0.28483,0.33452,0.33178,0.28843,0.35874,0.34191,0.81065,0.83829,0.87561,0.92123,0.82687,0.87034,1.0507,1.0673,0.99714,0.9699
Etf-QO,0.45824,0.50793,0.4538,0.50094,0.54072,0.45526,0.35292,0.31904,0.28783,0.26043,0.28689,0.30748,0.29441,0.26499,0.27916,0.26166
Ssb-c31a,1.9369,1.5494,1.4588,1.1676,2.0159,1.9418,1.7605,1.56,1.432,2.0384,1.5406,1.3933,1.2577,1.3352,1.1925,1.2828
,1.6322,1.5467,1.5968,1.4079,1.5751,1.3694,1.205,1.2931,1.2297,1.0944,1.091,1.1329,1.0183,1.1098,0.9654,0.96246
,1.1187,1.1031,1.1022,0.98833,1.0148,1.1591,0.86086,0.95215,0.73413,0.81881,0.79453,0.76752,0.69444,0.6805,0.65833,0.72033
,0.57053,0.72849,1.1998,0.94921,0.64807,0.80908,0.86315,0.81528,0.81115,0.93882,0.79779,0.69783,0.79323,0.69531,0.75187,0.54148
Sip1,0.99285,1.0089,0.84873,0.64538,0.77254,0.85271,1.3114,1.3506,1.0448,1.2846,1.2241,1.1038,1.1949,1.3725,1.1324,1.1964
Dms,3.1729,2.7908,2.2792,NaN,3.0335,3.0632,1.6904,1.8155,1.5879,1.465,1.1037,1.0079,0.57508,0.46615,0.54497,0.48294
,2.6133,2.2832,2.0381,1.2121,2.0365,1.7286,2.5805,2.5267,1.9527,2.2873,2.0502,2.1949,2.3542,2.501,2.2304,2.4426
Pex19,1.9114,1.446,1.5214,1.3447,1.4489,1.3877,2.2644,2.1134,2.6816,2.2605,2.7523,2.3271,2.5499,2.3522,2.4157,2.3012
Syp,0.39272,0.40908,0.37263,0.3683,0.39272,0.39497,0.73292,0.74701,0.61959,0.75173,0.76678,0.75325,0.83593,0.85799,0.79192,0.79616
CG33228-RA,3.8307,3.9506,2.8873,3.7889,5.2441,4.8729,5.5714,5.6917,4.82,6.5236,7.0889,5.8895,6.8921,18.299,6.527,7.8417
Jafrac1,0.98973,0.96401,1.1728,1.0658,1.1736,1.1032,0.76742,0.81453,0.73775,0.76647,0.81488,0.80931,0.83247,0.8437,0.78779,0.84458
CG32017-RB,2.1091,2.0179,2.544,2.3952,2.762,2.3096,1.6507,1.6201,1.7166,1.6542,1.5701,1.487,1.2501,1.0349,1.1829,1.0712
CG2915-RB,0.85749,0.77543,0.91959,0.65112,0.78798,0.75259,0.98691,0.8094,0.88213,0.86333,0.92771,0.90993,0.92036,1.2516,0.87026,0.95957
Aats-ala,0.10062,0.13719,0.1013,0.14853,0.1189,0.1342,0.29032,0.27935,0.27139,0.35668,0.23678,0.26414,0.27287,0.3157,0.25801,0.28552
Hsp23,0.32508,0.29868,0.26339,0.26036,0.24122,0.28582,1.3132,0.99259,1.3674,1.4031,1.5815,1.8364,2.0833,1.9483,1.9689,2.2018
CG43078-RA;CG32352,0.46076,0.90723,0.60177,0.58597,0.4562,0.38738,0.54093,0.54751,0.5627,0.74102,0.93134,0.93944,0.47186,0.45043,0.44555,0.59791
Prosbeta2,0.48485,0.48067,0.51474,0.44004,0.45444,0.49527,0.9708,0.98972,0.89396,1.0253,1.1175,0.95205,1.1258,1.0757,1.0615,1.1336
,0.94786,0.8723,0.68111,0.79031,0.87847,0.91383,0.85986,0.87391,0.87522,0.76999,0.85642,0.93371,0.92009,0.92228,0.86702,0.90791
endoB,0.70408,0.77091,0.67767,0.91806,0.8003,0.76188,0.53993,0.57706,0.56829,0.54192,0.47531,0.49123,0.42632,0.33686,0.40173,0.37306
l(2)efl,1.539,1.2448,1.1539,1.0451,1.1028,0.94259,2.3768,2.3735,2.3832,2.1996,2.2536,2.3456,2.1765,2.2202,2.05,2.1225
PyK,0.76824,0.82565,0.89484,0.76317,0.97491,0.91069,0.55145,0.56694,0.53971,0.55811,0.57543,0.59615,0.58939,0.55181,0.55509,0.59466
colt,0.74886,0.96171,1.0376,0.87618,0.95518,0.889,0.63006,0.55409,0.63078,0.61142,0.50157,0.56346,0.61205,0.59655,0.57634,0.58794
Ptpa,0.4897,0.76248,0.94518,1.0816,0.69337,0.53468,0.59473,0.68011,0.78683,3.1806,0.72546,0.97706,0.7037,1.0832,0.6624,0.72291
ATPCL,0.18751,0.20758,0.22334,0.2453,0.19436,0.20562,0.14285,0.13878,0.12885,0.10923,0.086055,0.085208,0.11534,0.16756,0.10855,0.10947
,0.89643,0.82846,0.86721,1.0252,0.88227,1.0178,0.79178,0.93184,1.9275,0.70052,0.85834,0.7969,0.86649,1.047,0.81516,0.85426
,1.22,1.1522,1.4786,1.4972,1.3188,1.8417,0.92479,0.95977,0.8815,0.84208,0.68141,0.64214,0.96744,0.99572,0.91002,0.87134
Hop,0.39209,0.3926,0.30977,0.29622,0.35069,0.35156,0.72784,0.72157,0.83214,0.72279,0.72752,0.72988,0.73542,0.67233,0.69141,0.70637
CG8728-RA,0.4674,0.36007,0.46489,0.38094,0.47656,0.38303,0.52641,0.45442,0.46835,0.47808,0.47667,NaN,0.49874,0.55517,0.46888,0.42237
CG7637,1.1387,1.5403,1.2988,1.0886,0.94107,1.3234,2.1372,1.8167,3.0523,NaN,1.9904,1.8493,2.1075,NaN,1.9813,2.2273
Kap-alpha3,0.34343,0.43785,0.50876,0.36648,0.40415,0.39377,0.44208,0.46236,0.42566,0.52062,0.47707,0.46939,0.45928,0.45614,0.43169,0.44984
Cyp9f2,0.58564,0.55406,0.81867,0.635,0.75412,0.68269,0.4454,0.42368,0.39503,0.3201,0.41714,0.41588,0.38313,0.3775,0.36007,0.36578
Spase25,0.48778,0.50786,0.54677,0.38883,0.51522,0.4611,0.65718,0.64018,0.57532,0.81546,0.62897,0.81203,0.76911,0.73934,0.72281,1.0015
,0.16287,0.16744,0.18716,0.20259,0.15032,0.18206,0.3852,0.37069,0.40702,0.48561,0.399,0.43321,0.40297,0.3435,0.37854,0.36209
Sap-r,1.9025,1.493,1.4208,1.4164,1.4642,1.5909,1.8548,2.0516,1.9802,2.0007,1.6006,1.7332,1.5205,1.41,1.428,1.1054
Flo-2,0.86023,0.93173,0.83144,0.73197,1.0061,1.0037,0.89024,0.84627,0.75759,0.72755,0.75127,0.76704,0.5838,0.53916,0.54818,0.56657
Pbprp2,9.6348,7.7578,7.1849,7.7826,6.2016,6.9872,1.4933,1.587,1.2474,1.1715,1.1473,1.0772,1.5371,1.4543,1.4433,1.2385
PHGPx,1.6743,1.5974,1.8,1.537,1.5092,1.5046,1.2979,1.2891,1.3119,1.2833,1.4073,1.3492,1.121,1.0359,1.0522,1.1578
CG32068,3.352,1.5923,1.7444,2.0584,2.2731,2.1311,1.0411,0.79422,0.58756,0.74195,0.63064,0.713,1.0735,0.92146,1.0068,0.98425
Vha68-2,0.81249,0.80522,0.87693,0.74572,0.89685,0.78679,0.80208,0.75841,0.82626,0.80388,0.77173,0.81739,0.73012,0.77457,0.68471,0.742
,0.39875,0.46036,0.47602,0.38203,0.39123,0.42823,0.73421,0.62057,0.73219,0.65695,1.2399,0.87536,0.71654,0.63091,0.67183,0.95471
Prosalpha1,0.42754,0.34377,0.3957,0.34643,0.37815,0.34056,0.69923,0.77811,0.90102,0.78599,0.79762,0.84724,0.85456,0.82346,0.80019,0.90559
CG4747,0.4222,0.61087,0.52329,0.38867,0.59437,0.44298,0.63431,0.63243,0.59826,0.6362,0.5872,0.62155,0.55158,0.46995,0.51647,0.50746
DhpD,0.47569,0.51916,0.50491,0.43248,0.59584,0.52175,0.46709,0.44652,0.40074,0.38781,0.39772,0.3524,0.66049,0.57946,0.61821,0.5222
HspB8,2.5867,2.0052,2.3638,1.9802,1.7638,1.9003,2.8761,2.8849,3.0091,2.8,2.878,2.9127,3.0364,2.5389,2.8377,2.7492
ND75,0.22333,0.23952,0.19327,0.23066,0.28298,0.26742,0.17601,0.17642,0.19742,0.19229,0.2171,0.22946,0.19081,0.18105,0.17829,0.18768
CG12262,1.2203,1.1456,1.2176,1.1355,1.231,1.1797,0.84755,0.79859,0.74581,0.76735,0.72031,0.77369,0.70343,0.69415,0.65708,0.69368
CG6259,1.3702,1.0839,1.3585,1.0536,1.2016,1.0035,1.2555,1.2218,1.2273,1.1843,1.162,1.4217,1.1771,0.97278,1.0985,1.0835
,3.1466,2.5272,2.5169,2.3417,2.4077,2.6887,1.8797,1.7299,1.7693,1.7722,1.6314,1.7885,1.6682,1.6974,1.5568,1.4917
CG3192-RA,2.1979,2.4689,2.2786,1.996,2.4177,2.264,1.4227,1.4922,1.4483,1.3234,1.7492,1.8169,1.2838,1.3235,1.1979,1.466
sea,1.2708,1.5998,1.6164,1.2505,1.6808,1.6001,0.95576,0.99514,0.76862,0.91738,0.84366,0.9248,0.89973,1.0215,0.83838,0.87829
,1.6089,1.5272,1.4435,0.88991,1.5386,1.4606,1.0381,1.0528,0.75622,0.89737,0.82041,0.852,0.72721,0.93677,0.67743,0.70372
Acsl,0.26163,0.36327,0.30105,0.25276,0.32926,0.30834,0.2058,0.20334,0.1927,0.18403,0.19358,0.22531,0.23814,0.2587,0.22181,0.26562
pont,0.55949,0.59264,0.41179,0.36481,0.51542,0.43982,0.95946,0.74407,0.87947,0.67678,0.74298,1.0736,0.97272,1.3963,0.90595,0.92897
VhaM8.9,1.6416,0.8704,1.2025,0.82007,1.1546,1.1575,1.3464,NaN,1.7031,1.4023,1.5209,1.2569,1.2824,1.3657,1.1942,NaN
HspB8,2.2354,1.6806,2.1608,1.6688,1.8346,1.4515,3.0538,2.9778,2.8452,2.9085,3.2742,2.774,3.0775,2.7493,2.8634,2.8666
Hsc70Cb,0.14944,0.19423,0.14825,0.14261,0.16453,0.17412,0.24999,0.22811,0.22711,0.25735,0.25265,0.22955,0.24307,0.22578,0.22596,0.23441
,0.69669,0.72012,0.44047,0.57886,0.54728,0.67871,0.42685,0.44771,0.4714,0.41512,0.33081,0.44535,0.40452,0.4757,0.37601,0.37118
if,0.50201,0.63624,0.62534,0.61762,0.6005,0.66215,0.84157,0.75158,0.6151,0.85804,0.85944,0.9529,0.77601,0.75029,0.72119,0.75595
Jheh2,1.5763,1.7115,1.731,1.2354,1.5824,1.6193,1.2193,1.3209,1.0319,1.2105,1.1761,1.1519,1.3108,1.4269,1.2157,1.2117
Nipsnap,2.1099,2.1634,2.1996,1.6303,2.4025,2.2511,1.108,1.1878,0.89265,0.87603,0.83265,0.96586,0.91295,0.9761,0.84639,0.90423
Nlp,2.5122,1.9926,2.0743,1.9756,2.0089,2.0115,3.2899,3.6783,3.6182,3.5862,3.5055,3.6323,4.1146,3.2588,3.8137,4.0999
Past1,0.89257,0.91,0.86431,0.81137,0.88377,0.92757,0.86532,0.87709,0.79572,0.79157,0.82826,0.76775,0.80272,0.79062,0.74391,0.76839
RpS23,0.56741,0.58325,0.49396,0.43749,0.56192,0.59145,1.125,1.1921,1.0061,1.2867,1.2871,1.2302,1.6042,1.3916,1.4858,1.6658
,1.0109,1.0891,1.3568,1.1676,1.3214,1.0811,0.85327,1.1534,0.97772,0.96258,0.93153,0.97161,0.95573,0.70397,0.88502,1.1327
RpL36,0.79751,0.86251,0.94489,0.7298,0.88635,0.82918,1.6519,1.7939,1.8376,1.8293,2.0245,1.6798,2.3754,2.1259,2.198,2.3321
,1.0424,0.92719,1.0118,0.87608,0.88601,0.87347,1.0277,1.0409,0.88427,0.96027,0.9101,0.86837,1.0623,1.1378,0.98272,0.96439
,4.0946,3.5329,NaN,NaN,NaN,NaN,2.0743,2.5182,2.1176,1.6211,1.2828,1.1823,1.0214,NaN,0.94478,NaN
Thiolase,1.0972,1.2281,1.3766,1.0595,1.1622,1.1606,0.99564,0.93368,0.98347,0.92894,0.87748,0.91787,0.90475,0.8487,0.83682,0.8238
,1.4504,0.88322,1.0909,0.87728,0.95236,1.0858,1.0517,0.93465,1.0432,1.2007,1.0152,1.0772,1.0313,0.95856,0.95296,1.2514
CG1354,0.28002,0.30753,0.31834,0.28656,0.34346,0.33246,0.48578,0.40897,0.66125,0.43225,0.61923,0.45482,0.60125,0.61393,0.55541,0.564
Clc,1.3173,1.1955,1.429,1.046,0.98036,0.98091,1.2956,1.4663,1.3174,1.4167,1.2908,1.407,1.4036,1.4764,1.2953,1.315
,1.2192,1.0843,NaN,1.0934,1.7303,1.4429,0.93717,0.92875,NaN,0.96901,1.0786,1.345,0.97358,0.87402,0.89718,1.0436
