Gene names, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha _day_10_1, Alpha _day_10_2
alpha-Cat,0.37727,0.29618,0.38591,0.30408,0.22081,0.26543
AGBE,1.0893,1.0651,1.0037,1.0058,0.7792,0.90418
RpS6,0.7365,0.79948,0.89283,0.90819,0.81099,0.88938
,0.72605,0.74881,0.64737,0.73027,0.56778,0.69489
Crk,0.88349,0.86102,0.64162,0.78197,0.71842,0.75716
,0.52666,0.44185,0.4994,0.52055,0.4364,0.56765
,0.92378,1.0056,NaN,0.81954,0.83798,0.96667
,0.65134,0.61344,0.70025,0.63038,0.61519,0.5806
Sgt,1.0499,1.0104,1.0307,1.1382,1.095,1.0119
26-29-p,0.8725,0.72961,1.0536,0.91907,0.95966,0.89293
,0.87921,0.89068,0.76211,0.84304,0.903,0.89643
Spn42Dd,1.4394,1.4574,1.4652,1.506,1.2692,1.2538
,0.72556,0.66055,0.53885,0.66929,0.51201,0.46967
ras,1.1453,1.166,1.407,1.3286,1.3858,1.3897
iPLA2-VIA,0.32977,0.73353,0.32509,0.30337,0.24516,0.33852
Spn42Da,0.88743,0.9425,0.93279,0.88958,0.88584,0.79879
,0.88281,0.80767,0.70962,0.72718,0.55994,0.59541
Aldh,1.7532,1.7572,1.1611,1.0931,1.199,1.254
RpS4,0.98208,1.0002,1.1257,1.1664,1.085,1.0206
,0.77968,0.90893,0.83002,1.0006,0.81541,0.80588
Arc42,0.69885,0.65786,0.55847,0.7049,0.65407,0.67118
mod,0.99989,1.0463,1.1087,1.1862,0.97242,1.0859
CG11722,1.1836,1.3608,1.2474,1.4729,1.5191,1.3084
UbcD10,0.99915,0.89325,1.3268,0.73675,0.98172,1.1806
,1.1941,0.80604,0.79061,1.1864,NaN,NaN
BcDNA.GH10614,0.81721,0.78845,0.71156,0.67641,0.62331,0.60968
Hex-C,0.57402,0.56989,0.43577,0.3965,0.48358,0.4874
,0.67062,0.73398,0.50539,0.48851,0.67134,0.61623
RpL22,0.98216,1.1581,1.1154,1.1721,1.0285,1.0972
OstDelta,0.77523,0.65271,0.74616,0.77681,0.79243,0.78449
Prosalpha5,1.1468,1.0266,1.144,1.0182,1.0469,1.2621
Dat,0.60325,0.35296,0.69426,0.53409,0.62954,NaN
,2.3114,2.1948,2.0192,2.1381,2.0969,2.1118
Pdk,0.73763,0.61097,0.68784,0.65321,0.68311,0.6666
yps,1.6521,1.9711,2.1069,1.8588,1.8381,1.827
Pkc53E,0.20536,0.21691,0.15766,0.36239,0.22901,0.20401
BcDNA.GH04962,0.82777,0.81022,0.79062,0.89071,0.7947,0.81328
CDase,0.54455,0.34487,0.49336,0.42951,0.33585,0.45161
RpL10,0.41564,0.4695,0.45987,0.51333,0.46477,0.48185
GstE12,0.91114,0.94385,1.0127,0.83167,0.90129,0.97168
Rpt1,0.55517,0.43851,0.51317,0.47674,0.54118,0.5223
RpL18A,0.84723,0.93388,1.0469,1.0165,1.1026,1.1719
,0.29805,0.2749,0.23271,0.23091,0.21129,0.21265
nemy,0.36764,0.33534,0.41072,0.39168,0.29152,0.67323
SpdS,0.54442,0.52051,0.47495,0.45937,0.40764,0.39195
,0.62457,0.77204,0.8562,1.0226,0.69686,0.89619
Cyp28a5,0.67821,0.82738,0.65867,0.63598,0.5476,0.65041
,0.95122,0.93916,0.89275,0.8906,0.75307,0.8205
Dhpr,0.92512,0.91043,0.78728,0.83239,0.79932,0.81448
ERp60,0.91662,0.87707,0.787,0.80859,0.88019,0.909
eEF1delta,1.2686,1.3587,1.4852,1.4467,1.3555,1.3931
Nep2,1.3071,1.7147,1.4327,1.7641,1.2017,1.3048
RpS18,1.0419,1.0253,1.148,1.2017,1.1376,1.1596
scrib,0.58392,0.59456,0.38418,0.42428,0.53066,0.55974
,0.8009,0.72292,0.72398,0.75877,0.79813,0.74248
Rpt4,0.93563,0.88752,0.84646,0.768,0.83718,0.8545
,NaN,0.89037,0.56655,0.75882,0.80758,0.92557
Ef2b,0.2228,0.21337,0.22472,0.24768,0.25108,0.24034
RpS28b,1.0386,1.1414,1.1992,1.1745,1.1361,1.1928
RpS16,0.79136,0.81602,0.90716,0.87684,0.91522,0.8669
ple,0.73151,0.5463,0.54314,0.55474,0.54006,0.78312
skpA,0.74818,0.76034,0.5835,0.77369,0.76734,0.87327
EndoGI,0.92404,0.70521,0.5935,0.64968,0.76492,0.71568
RpL34b,0.72869,0.74113,0.84786,0.79159,0.79005,0.57359
Cyp6g1,0.6643,0.52895,0.34001,0.518,0.32284,0.33197
Hrb87F,2.8715,2.7827,2.5078,2.8044,2.7453,2.6012
Cpr66Cb,1.1335,1.3081,1.8753,1.1226,0.97979,1.3258
Eip55E,0.85075,0.78494,0.85948,0.85887,0.8494,0.81889
RpL13,0.80543,0.91208,0.92037,0.9999,0.93117,0.98064
Msr-110,NaN,1.9095,1.0055,1.1762,NaN,NaN
Fkbp13,1.4598,1.6346,1.3423,1.2973,1.7828,1.5491
,1.1115,1.3652,1.1186,1.1969,1.3256,1.3523
Cyp12a4,NaN,1.1133,NaN,NaN,0.98106,NaN
Ahcy13,0.51421,0.47989,0.36625,0.44232,0.47477,0.48253
CG6089,0.91994,1.0347,1.0591,1.0022,0.99897,1.1197
Aldh-III,0.35681,0.23088,0.2744,0.25132,0.30894,0.27355
Rpn3,0.89475,0.82327,0.96864,0.97289,0.96336,0.88527
Tps1,0.34253,0.3331,0.30864,0.32043,0.27514,0.29319
CG32795,0.74629,NaN,0.81809,0.63662,NaN,0.44537
Cctgamma,0.30676,0.25771,0.25411,0.40648,0.299,0.3309
Saf-B,0.99359,1.1073,1.0525,1.1319,1.0324,1.0849
,1.2622,1.3862,0.96513,1.3048,1.2422,1.1228
Got2,1.0882,1.2032,0.97329,0.9143,0.97566,0.96053
ade3,0.35579,0.28928,0.23021,0.24639,0.26428,0.26325
Aats-cys,0.37755,0.3735,0.30623,0.44015,0.3078,0.34401
Tig,1.1204,1.1919,1.0157,1.139,1.0786,1.1009
,0.19573,0.17191,0.30518,0.24213,0.41018,0.20035
Cdc37,0.53219,0.52784,0.53499,0.48756,0.47464,0.49811
Npc2g,0.43004,0.53922,0.46307,0.38961,0.58391,0.60214
CG13393,1.1197,1.1815,1.1436,1.0134,1.1027,1.2023
Ef1beta,1.6809,1.5116,1.732,1.8495,1.8626,1.8015
Npc2a,0.93593,0.96297,0.90265,0.91773,1.0233,1.1855
Gclm,0.86665,0.84557,0.67582,0.65365,0.57257,0.59384
Bacc,1.2615,1.6407,1.6625,0.86848,1.1232,1.3933
Phk-3,NaN,1.6268,NaN,1.226,NaN,NaN
CHOp24,2.3223,2.3914,2.4322,2.422,2.5986,2.4176
Tango7,0.5601,0.61426,0.54365,0.47573,0.61254,0.65606
GstE1,0.099429,0.18792,0.045956,0.032252,0.13213,0.10765
Spn43Ab,1.1659,1.0697,1.1274,1.1804,1.077,1.1166
Rack1,0.67635,0.71346,0.737,0.7674,0.7393,0.77706
Adam,1.038,0.99635,0.99489,0.94214,1.0318,1.0662
Sc2,0.72678,0.76079,0.67609,0.76027,0.75853,0.69635
Elf,0.59133,0.5721,0.46241,0.59405,0.61356,0.63609
,0.48436,0.39996,0.29658,0.85869,0.32593,0.22983
RpL5,0.85998,0.88816,1.0423,1.0589,1.0212,1.0112
mago,1.3136,1.1622,1.2067,1.0599,1.2455,NaN
CaMKI,0.90589,0.98506,0.69518,0.72083,0.77501,0.67004
,1.6832,1.5892,1.4737,1.7485,1.6803,1.7126
RpL4,0.75183,0.78933,0.89868,0.90221,0.86599,0.8962
CG9675,1.159,1.4431,2.2655,2.4589,1.1903,1.0998
RpL14,0.96032,1.0159,1.0339,1.144,1.0796,1.1062
Dlc90F,1.0389,1.0452,0.84081,0.97953,1.07,1.0735
RpL23A,1.4324,1.5458,1.7434,1.7073,1.5743,1.5927
TfIIS,0.89986,0.71313,0.89119,0.8531,0.95803,0.69911
Amy-d;Amy-p,0.57199,0.48274,0.52832,0.8687,0.51372,0.92686
RpL8,1.0938,1.3301,1.2795,1.3326,1.2718,1.312
glo,2.5868,2.6719,2.3439,2.5615,2.682,2.5552
Asph,2.3893,2.1391,2.5663,2.6451,2.615,2.5661
Cpr49Ab,1.2833,1.3933,2.216,2.1185,1.4215,1.3398
RpL31,1.0434,1.0265,1.0844,1.0826,1.1938,1.086
lig,0.96365,1.0451,1.0256,1.0404,1.2533,1.2091
SF2,1.5062,1.641,1.2738,1.4254,1.4077,1.3834
CG5642,0.30938,0.28353,0.41594,0.35744,0.39551,0.42096
,0.63855,0.4968,0.51282,0.4775,0.54683,0.61655
Glycogenin,1.2593,1.1535,1.9601,1.8013,1.6739,1.8049
NAT1,0.55711,0.48401,0.46575,0.60238,0.57029,0.64815
Pgd,0.54829,0.54024,0.5105,0.47871,0.4267,0.43965
,0.99859,1.0279,0.83206,0.91696,0.84029,0.81918
,0.86681,0.95611,0.69036,0.74323,0.67957,0.66463
Fer1HCH,2.0249,2.2327,1.7833,2.0136,1.9239,1.9086
TppII,0.24207,0.24048,0.31929,0.28807,0.45357,0.41035
yellow-e,1.6591,2.2257,1.8152,2.1419,1.6924,1.4513
pr,2.526,3.088,2.3182,3.0508,3.7678,4.1668
,1.2822,1.3913,1.1691,1.1364,1.1051,1.0759
SPE,0.53542,0.63189,0.41538,0.63053,0.66026,0.62201
Obp56d,1.1372,1.1952,0.89066,0.82676,0.82624,0.87422
RpLP2,1.5004,1.8164,1.7885,1.5328,1.7674,1.9076
,2.3856,2.6557,2.1219,2.5171,3.0133,2.4031
,0.10194,0.086206,0.087502,0.1474,0.075432,0.10434
,1.2251,1.208,1.0504,1.0553,1.0048,1.0231
Eip71CD,NaN,0.60551,NaN,0.45944,1.273,NaN
Trap1,0.64234,0.60823,0.91489,0.68782,0.57557,0.58326
Mdh1,1.0862,1.0302,0.90471,0.87093,0.83333,0.80541
AcCoAS,0.25194,0.21132,0.17821,0.19491,0.16881,0.17107
Glt,1.9194,1.9341,2.1693,1.6105,2.0261,2.1607
Idgf4,0.76741,0.77575,0.80038,0.73127,0.7516,0.70969
R,1.1482,0.87846,0.99752,1.117,1.4545,0.93996
RpL24,0.95253,1.0515,1.0783,1.1957,1.0326,1.2128
CG18003-RC,0.66276,0.63612,0.6139,0.78772,0.59211,0.58152
p47,2.0549,2.1719,2.1419,2.1755,1.8094,2.1192
,0.51226,0.46775,0.46316,0.4722,0.51853,0.4218
rdhB,0.84979,0.97907,0.9056,0.85044,0.75999,0.93659
,0.94236,0.9816,0.8276,0.89546,0.84011,0.81569
Idh,0.83998,0.85392,0.80093,0.75628,0.74284,0.76752
alien,0.49841,0.52431,0.39973,0.54762,0.59602,0.43693
,0.66784,0.65863,0.53998,0.53301,0.48076,0.51214
VGlut,0.57526,0.601,0.56822,0.62331,0.55777,0.53674
RpL12,0.66988,0.73436,0.68378,0.74204,0.69086,0.74631
UGP,0.7701,0.768,0.65997,0.67642,0.61938,0.61184
RpS15Aa;RpS15Ab,0.68695,0.63712,0.74496,0.62932,0.65322,0.72037
cin-RB,1.7982,1.8263,1.6012,1.7874,1.6203,1.9125
,1.042,1.4395,1.2009,1.1764,1.1791,1.796
,0.61161,0.58764,0.55424,0.44218,0.47953,0.46537
Nup358,0.26758,0.33487,0.30159,0.22779,0.22522,0.23882
RpS3A,0.73671,0.82482,0.86346,0.88579,0.84833,0.90703
RpS14a,0.92811,1.0258,1.0958,1.0639,1.0795,1.1096
CG3590-RA,0.65731,0.56274,0.49039,0.53227,0.41365,0.42259
,1.4081,1.4674,1.402,1.5065,1.3861,1.4154
,1.1266,0.97844,1.0899,1.1269,1.3915,1.2658
Galk,0.24252,0.25477,0.43881,0.30868,0.16685,0.16356
Cat,0.54595,0.53392,0.51889,0.52374,0.48537,0.48386
Adk2,0.91861,1.0159,0.91985,0.88745,0.94626,0.83012
Cyt-c-p,2.7722,2.6639,2.176,2.5115,2.9272,2.9383
EG:87B1.3,0.88179,0.90165,0.70487,0.69093,0.73714,0.71906
eIF-2beta,0.84902,0.89664,0.97999,1.0034,0.93907,0.78403
Ccp84Ab;Ccp84Aa,0.97868,1.0975,0.85892,0.87592,1.0249,0.92438
CG3760,1.2378,1.1529,1.3392,1.204,1.1991,1.1008
B52,1.6888,1.5582,1.5492,1.6644,1.9679,1.7106
BEST:CK01296,1.6986,1.556,1.7285,1.6183,1.9782,1.9063
CG2649,1.1846,1.1794,0.97924,0.99898,1.0326,1.0274
RpS19a,0.95481,0.92809,1.0262,1.1046,1.0407,1.0225
,0.6926,0.69724,0.52149,0.48088,0.46037,0.5332
sky,0.43372,0.15965,0.33474,NaN,0.25259,0.39165
Adh,0.85617,0.85016,0.77435,0.76117,0.81749,0.82935
CG14752-RA,1.2862,1.3656,1.2915,1.0647,1.3562,1.2937
,0.64305,0.61971,0.56144,0.57388,0.46674,0.49448
Sec13,0.83711,1.0354,0.97206,0.85605,0.93655,1.2011
Ef1alpha48D,0.58343,0.59234,0.65958,0.64208,0.65072,0.62152
,0.52825,0.53067,0.54429,0.60882,0.59714,0.58004
RpS27,1.0124,0.86796,0.91377,1.0905,0.95822,1.0438
RpS25,1.665,2.0161,2.0188,1.9836,1.9196,2.2307
RpS21,0.87612,0.89201,1.0792,0.98887,0.9186,0.9834
vig2;fdy,0.81623,0.72216,0.80423,1.0364,0.91525,0.86517
eIF2B-delta,0.39962,NaN,0.43621,0.45439,NaN,NaN
TBCB,0.7635,0.62468,NaN,0.68839,0.68459,NaN
Dp1,0.21163,0.18271,0.28189,0.18393,0.61337,0.21685
,1.4729,1.401,1.5665,1.4513,1.7375,1.627
LM408,1.1535,1.2956,0.99677,0.74472,0.69408,0.90459
Nak,0.61762,0.55758,0.67002,0.63698,0.46656,1.2165
Tctp,0.9399,0.94061,0.95839,0.89441,0.94976,0.99221
,0.4222,0.37925,NaN,0.34633,NaN,0.40975
128up,0.4203,0.49645,0.52574,0.25381,0.41181,0.41889
Atg8a,2.8457,2.7665,1.9787,1.6621,1.7097,2.9458
RpLP1,0.87981,0.948,1.0227,1.0471,0.98775,1.1666
CG4721-RA,1.1101,0.72846,0.84552,1.0631,0.914,1.691
CG6904,0.48177,0.47894,0.513,0.53285,0.4906,0.51732
eIF3-S8,0.38482,0.33583,0.33242,0.34988,0.44934,0.49049
Nacalpha,1.6316,1.7631,1.8825,1.8472,1.7281,1.7657
CG13865,1.5867,1.4169,1.662,1.6865,1.4545,1.6651
sta,1.1789,1.3624,1.2262,1.3921,1.3293,1.3853
,1.9404,1.0526,1.4953,1.2156,1.2349,2.166
EG:152A3.7,1.8701,0.92917,0.87306,0.90204,1.2292,1.1231
mRpS31,1.0126,1.0675,1.3684,1.9114,1.5378,1.5113
Sra-1,0.42272,0.10191,0.50469,NaN,0.24705,0.20976
eIF3-S9,1.0706,1.0077,1.1782,1.2931,1.1354,1.1621
,0.44161,0.47611,0.47037,0.52951,0.5391,0.49581
,0.46008,0.42787,0.37352,0.37314,0.5708,0.38932
RpL27,1.379,1.565,1.7081,1.7236,1.7436,1.7069
pdgy,0.37908,0.37556,0.28287,0.39609,0.3245,0.43358
RpL21,0.91489,0.96712,1.2074,1.2587,1.0197,1.146
RpL13A,0.58649,0.67543,0.73736,0.8478,0.8253,0.82698
Irp-1B,0.29042,0.27185,0.24457,0.24269,0.28113,0.26971
CG5567-RA,0.39818,0.48324,0.38041,0.44811,0.36986,0.4457
,0.94895,0.93625,0.93665,0.91941,0.98555,0.97271
eIF-5A,0.7686,0.89779,0.86487,0.89228,1.026,0.89581
,1.6164,1.5701,1.5589,1.6084,1.5157,1.4085
pyd3,0.50395,0.38341,0.36918,0.32082,0.30721,0.32753
GstE6,2.4067,2.3496,2.2437,2.0532,2.0864,1.9867
Inx3,0.54606,0.51596,0.60896,0.67344,0.76547,0.47149
sni,0.91451,0.99271,1.1417,0.96295,1.043,0.87355
RpL18,0.54379,0.61823,0.67084,0.70516,0.70566,0.71412
RpL29,1.5962,1.7821,1.894,1.8596,1.7875,1.9902
RpL10Ab,0.82361,0.85689,0.94427,1.0146,1.0211,0.95073
regucalcin,0.9662,1.0376,0.99355,0.92962,1.0542,1.049
row,NaN,1.2209,NaN,NaN,0.2421,0.70173
Ef1gamma,0.65993,0.65891,0.79462,0.76166,0.70796,0.67764
RpL30,0.94747,1.0236,0.99892,1.0916,1.1731,0.93665
Sec23,0.28727,0.24384,0.24632,0.40758,0.34489,0.4618
BEST:GH09393,0.60053,0.42539,0.44053,0.37156,0.45114,0.40229
CG8306,0.64573,0.66995,0.74593,0.68911,0.72987,0.78855
CG12375,0.59872,0.68713,0.65001,0.60701,NaN,0.52239
RpL9,0.75354,0.78433,0.75119,0.86401,0.91375,0.8356
GlyP,0.64776,0.60901,0.63268,0.62302,0.5563,0.58402
RpL3,0.44109,0.46267,0.50138,0.4539,0.49312,0.50543
,2.3161,2.6175,2.1925,1.7736,1.9,1.9104
Tal,0.90953,0.8559,0.76468,0.81053,0.68861,0.69907
alpha-Est7,0.35976,0.3513,0.26711,0.2953,0.31695,0.27935
,0.5564,0.53456,0.67521,0.45181,0.56583,0.55355
shep,0.85967,0.64884,NaN,0.61749,0.59886,0.68604
IM10,3.4476,3.7665,2.8807,2.6656,2.3423,2.3325
T-cp1,0.39893,0.43387,0.33844,0.53147,0.56102,0.52107
,1.021,0.93153,0.72589,NaN,1.3181,0.87174
RpS10b,1.7203,1.8479,2.1259,2.0439,1.7862,1.9343
eIF-1A,1.3415,1.6927,1.4882,1.4049,1.6633,1.7899
,0.97772,1.0178,0.91973,0.88225,0.89536,0.86297
RpLP0,0.72534,0.86135,0.89236,0.95134,0.88161,0.90883
Cyp28d1,0.35389,0.39015,0.28283,0.33656,0.35081,0.31744
GstE4,1.3589,1.1941,1.1927,1.2792,0.73864,0.8053
Sec61beta,1.7019,1.6933,2.0051,1.9556,1.7446,1.7779
,0.25831,0.21748,0.15667,0.21622,0.2055,0.28
,1.9775,1.6667,1.7921,1.518,1.7882,1.3473
,0.77398,0.7495,0.47447,0.966,0.69911,0.73726
Gclc,5.4556,0.30831,1.9877,0.34869,0.76383,NaN
RpL7A,0.81844,0.91231,1.0381,1.0466,0.96995,1.0548
glob1,1.743,1.8761,1.5879,1.4695,1.3568,1.2957
Sptr,1.2419,1.1493,0.9669,1.0187,0.97208,0.92566
CG7185,2.4295,2.3613,2.2479,2.4653,2.288,2.2826
Cpr,0.26708,0.22231,0.36711,0.19677,0.15681,0.23539
,NaN,0.51173,0.51836,0.32237,0.312,NaN
Rfabg,0.40397,0.39155,0.45287,0.47112,0.39487,0.432
ade5,0.54464,0.53914,0.43756,0.44007,0.48905,0.46007
RpL11,0.77993,0.80142,0.9216,0.9289,0.96104,0.94568
EG:BACR19J1.2,0.5224,0.56349,0.58201,0.76521,0.63076,0.61315
,0.65742,0.68909,0.53203,0.68089,0.80005,0.89988
CG12163,0.30459,0.49566,0.26499,0.29528,0.3002,0.36075
nudC,0.551,0.4734,0.56118,0.51886,0.55688,0.41379
RpL35A,1.1774,1.2191,1.4925,1.3731,1.4592,1.4701
CG5390-RA,0.57223,0.56652,0.52429,0.52262,0.5353,0.50375
,0.58474,0.53895,0.43103,0.42465,0.44447,0.44407
Tsf1,0.50986,0.51196,0.45624,0.43879,0.34256,0.34236
Trip1,0.88183,0.81335,0.82925,0.85134,0.89912,1.0042
RpS13,1.5017,1.6988,1.7882,1.9452,1.6166,1.7412
vig,1.9804,1.8524,2.303,2.1119,2.1505,2.1229
Cyt-b5-r,0.88419,0.91342,0.65436,0.70681,0.71465,0.71372
,0.4046,0.83305,0.45628,0.37034,NaN,0.34361
,0.47917,0.48392,0.40854,0.41315,0.39533,0.35964
Mal-A5,1.4575,1.5886,1.2331,1.3483,1.3937,1.5484
rush,0.34672,0.31341,0.4582,0.36058,0.37282,0.46749
FK506-bp1,1.6824,1.4613,1.749,1.7607,1.8027,1.7573
Aats-asn,0.37907,0.27339,0.61286,0.5944,0.93302,0.27643
bic,1.6997,1.7951,1.7673,1.8846,1.6748,1.581
,1.7763,1.8687,1.4955,1.5703,1.8901,1.7662
Cyp6d5,1.2845,1.1975,1.0162,1.0964,1.0596,1.061
CG8798,0.3314,0.33337,0.25033,0.31946,0.53784,0.34077
Syn,0.81375,0.73351,0.80327,0.68605,0.65056,0.68666
l(1)G0136,0.48987,0.53987,0.42589,0.45619,0.45022,0.4038
RpS7,1.6872,1.883,2.0248,2.0552,1.8305,1.7502
eIF-2alpha,0.59891,0.63896,0.66141,0.56459,0.67172,0.69304
bai,1.3201,1.3038,1.4314,1.5236,1.4587,1.4297
zormin,0.19304,0.25057,0.28247,0.29393,0.31474,0.21061
Hn,0.97712,0.92834,0.83704,0.85692,1.2105,1.2688
Spat,0.76137,0.62485,0.78223,0.74493,0.7088,0.62355
Mfe2,0.87664,0.81021,0.86667,0.88689,0.90148,0.85927
hebe,1.4959,1.5134,1.2806,1.4782,1.3315,1.2818
,0.42674,0.35988,0.39345,NaN,0.43647,0.40504
Fdh,0.48023,0.43312,0.48186,0.46519,0.42138,0.40339
Adk3,2.57,2.3042,2.2334,2.2975,2.4448,2.0165
,0.75269,0.72107,0.65764,0.69185,0.63687,0.68678
CG3364,0.61704,0.7134,0.37904,0.60114,0.3868,0.71614
ALiX,0.40186,0.31471,0.40799,0.39374,0.39679,0.29619
eIF4AIII,0.84861,0.95219,1.0499,1.0366,0.95231,1.0622
Nurf-38,0.84293,0.81289,0.8418,0.78294,0.70655,0.64314
mRpL12,2.3524,2.3266,2.3635,2.6627,3.8308,3.4316
Hcs,NaN,0.57946,NaN,NaN,NaN,0.36118
RpS15,1.5576,1.9,1.7486,1.8475,1.5536,1.6472
Aats-glupro,0.54442,0.11127,0.37356,0.56988,0.48701,0.82747
EG:100G10.4,0.52829,0.39076,0.36706,0.40949,0.39742,0.37124
Faa,1.5057,1.2509,1.1462,1.3658,NaN,0.89119
fbp,1.2764,1.2751,1.0889,1.1376,1.009,1.0378
,0.83774,0.91487,0.90618,0.88757,1.0706,0.91972
CG9977-RA,0.32818,0.43291,0.37897,0.35407,0.57786,0.24088
Akap200,2.1156,1.9958,2.0495,1.9777,2.0387,2.1643
,3.1271,4.1476,2.5179,2.1538,2.2383,2.2221
GstT4,1.247,1.2832,1.0605,1.2179,1.2062,1.0399
CG4572-RC,1.7805,1.9574,1.9093,1.8492,1.8977,1.7756
,0.99825,0.86641,0.88883,0.99768,0.93782,0.86154
Aats-val,0.49302,0.23426,0.18182,0.21645,0.22946,0.20652
eIF-4B,0.49964,0.48728,0.53301,0.51006,0.49261,0.48642
Tudor-SN,0.47424,0.45708,0.49134,0.54953,0.55871,0.5855
RpS3,0.68121,0.74792,0.75189,0.69445,0.63366,0.5662
RpL15,0.68434,0.9093,0.93355,0.92422,0.86861,1.0112
RpL35,0.78177,0.88383,1.0146,0.95725,0.97509,1.0249
,0.88523,0.92323,0.78154,1.1538,1.0143,1.0543
eIF3-S4-1,1.3803,1.2768,1.1547,1.1708,1.2945,1.5032
msk,0.42393,0.40206,0.19809,0.25077,0.40486,0.37851
,0.083411,0.067112,0.06215,0.065499,0.054101,0.047316
Ars2,0.53394,0.45422,0.62295,0.47188,0.51351,0.83852
UK114,1.6826,1.5724,1.2191,1.1044,1.2071,1.1521
,0.61062,0.54695,0.6029,0.72582,1.0569,0.8164
Dbi,1.7869,1.7467,1.4402,1.2386,1.2977,1.4186
CG8632-RA,1.2856,1.0086,1.3415,1.6854,1.3396,NaN
CG17837,1.0528,1.1562,0.81422,0.96603,0.69498,0.84915
Iswi,0.55148,0.76636,0.26522,0.35549,NaN,0.89652
CG1364,0.99706,1.0461,0.91367,0.86372,0.7739,0.86799
Mtp,0.44388,0.45491,0.38346,0.34977,0.51025,0.49087
CG3902-RA,0.79161,0.68585,0.5636,0.59892,0.67642,0.63167
RpL7,0.9718,1.0252,1.1813,1.1786,1.0319,1.1577
,0.7781,0.62593,0.69475,0.62547,0.68468,0.70569
CG12512-RA,0.37378,0.3729,0.38953,0.27594,0.30418,0.33864
Act57B,0.27662,0.35834,0.36443,0.44101,0.27433,0.38015
,0.60486,0.49673,0.34131,0.52961,0.50004,0.5356
,0.58017,0.48318,0.3947,0.5318,0.50026,0.49696
Cyp4e2,NaN,0.54267,0.37955,0.37282,0.39431,0.4992
CG3714,0.38175,0.37387,0.28361,0.37985,0.26208,0.30563
,0.96307,0.80391,0.90896,0.79121,0.71922,0.83844
,2.3143,NaN,NaN,NaN,1.1547,NaN
RpS9,1.8385,1.7523,2.0325,2.2595,2.1622,2.0117
,0.78522,0.82692,0.56859,0.69502,0.7027,0.69197
CG10237-RC,0.70446,0.65697,0.62812,0.65434,0.64638,0.62144
Gale,0.71729,0.66799,0.56056,0.56772,0.55128,0.52783
,0.97698,1.0175,0.74906,0.81694,0.63716,0.635
CG10467-RA,0.50941,NaN,0.47892,0.5929,0.36751,0.41233
,0.54702,0.51624,0.454,0.46068,0.41026,0.43636
Obp99c,1.005,1.0181,1.0087,0.98196,1.1226,1.1246
U2A,NaN,NaN,NaN,1.3514,NaN,0.93496
Cpr30F,1.037,0.97037,1.1103,1.0181,0.67151,0.75058
CG5210,0.6959,0.72076,0.6917,0.69191,0.53001,0.52821
RpL6,0.90336,1.0407,0.96933,1.141,0.96339,1.0265
Anxb11;AnxB11,0.68702,0.71609,0.71842,0.49314,0.64726,1.0249
Sam-S,0.25317,0.27252,0.26324,0.2735,0.27847,0.27003
,1.3494,1.665,1.0929,1.4166,1.1285,1.1346
whd,0.43121,0.42564,0.30287,0.37527,0.45661,0.47547
UGP,0.97651,0.9046,0.66013,0.68858,0.5255,0.55965
proPO-A1,0.30308,0.30777,0.26863,0.30087,0.26031,0.25575
Tango1,0.47102,0.39228,0.48265,0.55651,0.38898,0.62764
,0.90714,0.87489,1.5307,1.4032,0.59359,0.6321
RpL32,0.77819,0.86417,0.92057,0.97542,0.93966,0.99609
CG4019-RC,0.99418,1.0062,0.92392,0.88619,1.108,1.0205
Prat2,0.66964,0.56681,0.35464,0.47751,0.44084,0.56507
CG9328-RA,1.2374,1.6302,NaN,1.37,NaN,1.2384
PhKgamma,0.33178,0.30273,0.31137,0.28473,0.3298,0.40799
SsRbeta,2.0375,2.0657,2.2007,2.1317,2.261,2.1197
Gel,0.93584,0.9556,0.97409,0.92763,0.87524,0.95038
CG4847-RD,0.35921,0.32705,0.3738,0.37406,0.34134,0.35467
RpL19,0.51607,0.48012,0.55015,0.62089,0.52482,0.51162
,0.74462,0.90207,0.40834,0.49107,0.65289,0.85548
Prx2540-1,3.5568,3.3389,3.0843,3.3116,2.5689,2.6679
l(2)04524,NaN,0.58039,NaN,0.39278,0.26579,0.49299
,0.5512,0.72303,0.56351,0.59667,0.66533,0.67443
RpL27A,0.76225,0.8397,0.85137,0.85126,0.82854,0.91523
proPo-A3,0.57697,0.58296,0.52796,0.59065,0.47248,0.53642
Sply,0.38075,0.3751,0.3253,0.44577,0.39845,0.42238
,0.41815,0.47064,0.5109,0.24503,0.34904,0.24252
Hem,0.71486,NaN,NaN,NaN,0.2635,NaN
,0.66086,1.1104,0.64982,0.47287,0.52657,0.77904
CG16758-RF,0.38243,0.36955,0.25721,0.2433,0.28355,0.29255
pug,0.42497,0.41928,0.32412,0.31705,0.29502,0.29947
,0.42747,0.66916,0.43656,0.45592,0.35853,0.40349
Gip,0.87535,0.8587,0.78699,0.71596,0.67805,0.67018
,0.68533,0.67348,0.7168,0.84742,0.8849,0.78871
,NaN,0.57246,NaN,0.7898,1.6248,2.4465
,1.2193,1.5901,1.5001,1.312,1.3683,1.0807
DnaJ-1,0.63578,0.55163,0.47106,0.57302,0.54838,0.53555
l(1)G0320,1.6246,1.7271,1.8003,1.5013,1.846,2.0144
